title,year,conference
 Neural-network-based aPProximations for solvingPartial differential equations,1994, Communications in Numerical Methods in Engineering
 Neural-network-based aPProximations for solvingPartial differential equations,1099, Communications in Numerical Methods in Engineering
 A Saint-Venant shallow water model for over-land flows with PreciPitation and recharge,2017, arXiv preprint arXiv:1705
 DeeP learning the Physics of transPortPhenomena,2017, arXiv preprint arXiv:1709
 ComParing recurrent and convolutional neural networks for Predicting wave ProPa-gation,2020, In ICLR Workshop on Deep Neural Models and Differential Equations
 Convolutional neural networks for steady flow aP-Proximation,2016, In Proceedings of the 22nd ACM SIGKDD international conference on knowledgediscovery and data mining
 Image-to-image translation withconditional adversarial networks,2017, In Proceedings of the IEEE conference on computer vision andpattern recognition
 DeeP fluids: A generative network for Parameterized fluid simulations,2019, In ComputerGraphics Forum
 Adam: A method for stochastic oPtimization,2015, In YoshuaBengio and Yann LeCun (eds
 Artificial neural networks for solvingordinary and Partial differential equations,1998, IEEE transactions on neural networks
 DeePxde: A deeP learning libraryfor solving differential equations,2019, arXiv preprint arXiv:1907
 A novel deep learning method for the predictions ofcurrent forces on bluff bodies,2018, In Proceedings of the ASME 2018 37th International Conferenceon Ocean
 U-net: Convolutional networks for biomed-ical image segmentation,2015, In Nassir Navab
 Approxi-mating the Solution to Wave Propagation using Deep Neural Networks,2018, In NeurIPS Workshopon Modeling the Physical World: Perception
 Study ona Poisson’s equation solver based on deep learning technique,2018, 2017 IEEE Electrical Design ofAdvanced Packaging and Systems Symposium
 Latent space physics: Towards learning thetemporal evolution of fluid flow,2019, In Computer Graphics Forum
 Hidden fluid mechanics: Navier-stokesinformed deep learning from the passive scalar transport,2018, Bulletin of the American PhysicalSociety
