title,year,conference
 The camels data set:catchment attributes and meteorology for large-sample studies,2017, Hydrology and Earth SystemSciences (HESS)
 Catchment attributes forlarge-sample studies,2017, Boulder
 On pixel-wise explanations for non-linear classifier decisions by layer-wiserelevance propagation,2015, PloS one
 Scheduled sampling for sequenceprediction with recurrent neural networks,2015, In Advances in Neural Information Processing Systems28
 Achieving conservation of energyin neural network emulators for climate modeling,2019, arXiv preprint arXiv:1906
 Circular law theorem for random markovmatrices,2012, Probability Theory and Related Fields
 SymPlectic recurrent neuralnetworks,2019, arXiv preprint arXiv:1909
 Learning Phrase rePresentations using rnn encoder-decoder forstatistical machine translation,2014, In Proceedings of the Conference on Empirical Methods in NaturalLanguage Processing
 Discovering symbolic models from deeP learning with inductive biases,2020, Advancesin Neural Information Processing Systems
 Traffic graPh convolutionalrecurrent neural network: A deeP learning framework for network-scale traffic learning andforecasting,2019, IEEE Transactions on Intelligent Transportation Systems
 Nonlinear higher-order statistical decorrelation by volume-conserving neural architectures,0893, Neural Networks
 Neocognitron: A self-organizing neural network model for a mechanism ofPattern recognition unaffected by shift in Position,1980, Biological Cybernetics
 Weight agnostic neural networks,2019, In Advances in Neural Information ProcessingSystems 32
 Finding numbers in the brain,2018, Philosophical Transactions of the Royal Society B:Biological Sciences
 Learning to forget: Continual predictionwith lstm,2000, Neural Computation
 Hamiltonian neural networks,2019, In Advancesin Neural Information Processing Systems 32
 Ergodic properties of markov processes,2018, Lecture notes
 Untersuchungen zu dynamischen neuronalen Netzen,1991, PhD thesis
 Long short-term memory,1997, Neural Computation
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, In Proceedings of the 32nd International Conference on MachineLearning
 Discovering physicalconcepts with neural networks,2020, Physical Review Letters
 Physics guided rnns for modeling dynamical systems: A case study in simulating laketemperature profiles,2019, In Proceedings of the 2019 SIAM International Conference on Data Mining
 Theory-guided data science: Anew paradigm for scientific discovery from data,2017, IEEE Transactions on Knowledge and DataEngineering
 Adam: A method for stochastic optimization,2015, In InternationalConference on Learning Representations
 Self-normalizingneural networks,2017, In Advances in neural information processing systems 30
 A note on leveraging synergy inmultiple meteorological datasets with deep learning for rainfall-runoff modeling,2020, Hydrology andEarth System Sciences Discussions
 Unmasking clever hans predictors and assessing what machines reallylearn,2019, Nature communications
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Deep learning,2015, Nature
 Bidirectional lstm with attention mechanism and convolutional layer fortext classification,2019, Neurocomputing
 Deeppf: A deep learning based architecture for metro passengerflow prediction,2019, Transportation Research Part C: Emerging Technologies
 Neural arithmetic units,2020, In InternationalConference on Learning Representations
 Spectral normalization forgenerative adversarial networks,2018, In International Conference on Learning Representations
 On the choice of calibration metrics for “high-flow” estimation usinghydrologic models,2019, Hydrology and Earth System Sciences
 A large-sample watershed-scale hydrometeorological dataset for the contiguous USA,2014, Boulder
 Development of a large-sample watershed-scale hydrometeorologicaldata set for the contiguous USA: data set characteristics and assessment of regional variability inhydrologic model performance,2015, Hydrology and Earth System Sciences
 The neuronal code for number,2016, Nature Reviews Neuroscience
 Normalizing flows for probabilistic modeling and inference,2019, Technical report
 Efficient input-output modelrepresentations,1999, Computer physics communications
 Variational inference with normalizing flows,2015, In Proceedingsof the 32nd International Conference on Machine Learning
 Exact solutions to the nonlinear dy-namics of learning in deep linear neural networks,2014, In International Conference on LearningRepresentations
 Deep learning in neural networks: An overview,2015, Neural networks
 Distilling free-form natural laws from experimental data,2009, science
 Intriguing properties of neural networks,2014, In International Conference on LearningRepresentations
 Neural arithmeticlogic units,2018, In Advances in Neural Information Processing Systems 31
 Mathematical structures in the networkrepresentation of energy-conserving physical systems,1996, In Proceedings of 35th IEEE Conference onDecision and Control
 Loop detector data diagnostics based on conservation-of-vehiclesprinciple,2004, Transportation research record
 A new grey model for traffic flow mechanics,2020, EngineeringApplications of Artificial Intelligence
 Modeling flow and sediment transport in a river system using an artificialneural network,2003, Environmental management
 Lstm network: a deeplearning approach for short-term traffic forecast,2017, IET Intelligent Transport Systems
 This means that all networks had again a single hidden layer,2020, The NAU
 This allows us to verify generalization abilities of the inductive bias inMC-LSTMs,2020, The performance was measured in a similar way as the recurrent task
 Theconserved quantity of interest is the total energy,2019, During the movement of the pendulum
