title,year,conference
 Solving rubik’s cube with arobot hand,2019, arXiv preprint arXiv:1910
 Hindsight experience re-play,2017, In Advances in neural information processing Systems
 Mixmatch: A holistic approach to semi-supervised learning,2019, In Advances in NeuralInformation Processing Systems
 Openai gym,2016, arXiv preprint arXiv:1606
 A simple framework forcontrastive learning of visual representations,2020, arXiv preprint arXiv:2002
 Avoiding latent variable collapsewith generative skip models,2019, In The 22nd International Conference on Artificial Intelligence andStatistics
 Challenges of real-world reinforcementlearning,2019, arXiv preprint arXiv:1904
 An empirical investigation of the challenges of real-world reinforcement learn-ing,2020, arXiv preprint arXiv:2003
 Addressing function approximation error inactor-critic methods,2018, arXiv preprint arXiv:1802
 Soft actor-critic: Off-policy maximum entropy deep reinforcement learning with a stochastic actor,2018, arXiv preprintarXiv:1801
 Dream to control: Learningbehaviors by latent imagination,2019, arXiv preprint arXiv:1912
 Identity mappings in deep residualnetworks,2016, In European conference on computer vision
 Darla: Improving zero-shot trans-fer in reinforcement learning,2017, arXiv preprint arXiv:1707
 Long short-term memory,1997, Neural computation
 Densely connectedconvolutional networks,2017, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, arXiv preprint arXiv:1502
 Qt-opt: Scalable deepreinforcement learning for vision-based robotic manipulation,2018, arXiv preprint arXiv:1806
 Image augmentation is all you need: Regularizingdeep reinforcement learning from pixels,2020, arXiv preprint arXiv:2004
 Imagenet classification with deep convo-Iutional neural networks,2012, In Advances in neural information processing Systems
 Implicit under-parameterizationinhibits data-efficient deep reinforcement learning,2020, arXiv preprint arXiv:2010
 Re-inforcement learning with augmented data,2020, arXiv preprint arXiv:2004
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Data-efficient hierarchicalreinforcement learning,2018, In Advances in Neural Information Processing Systems
 Vi-sual reinforcement learning with imagined goals,2018, In Advances in Neural Information ProcessingSystems
 Trust regionpolicy optimization,2015, In International conference on machine learning
 Curl: Contrastive unsupervised representa-tions for reinforcement learning,2020, arXiv preprint arXiv:2004
 Temporal difference learning and td-gammon,1995, Communications of the ACM
 Attention is all you need,2017, In Advances in neural informationprocessing systems
 Im-proving sample efficiency in model-free reinforcement learning from images,2019, arXiv preprintarXiv:1910
nn as nnimport torch,2019,nn
