title,year,conference
 Canonical labelling of graphs in linear average time,1979, In 20thAnnual Symposium on Foundations of Computer Science (sfcs 1979)
 Emergence of scaling in random networks,1999, science
 The netflix prize,2007, In Proceedings of KDD cup and workshop
 Spectral networks and locallyconnected networks on graphs,2013, arXiv preprint arXiv:1312
 Hyperbolic graph convolutional neuralnetworks,2019, In Advances in neural information processing systems
 Discriminative embeddings of latent variable models for struc-tured data,2016, In Proceedings of The 33rd International Conference on Machine Learning
 Convolutional networks on graphs for learning molecularfingerprints,2015, In Advances in neural information processing systems
 node2vec: Scalable feature learning for networks,2016, In Proceedingsof the 22nd ACM SIGKDD international conference on Knowledge discovery and data mining
 Open graph benchmark: Datasets for machine learning on graphs,2020, arXivpreprint arXiv:2005
 A new status index derived from sociometric analysis,1953, Psychometrika
 Semi-supervised classification with graph convolutional net-works,2016, arXiv preprint arXiv:1609
 Variational graph auto-encoders,2016, arXiv preprintarXiv:1611
 Gated graph sequence neuralnetworks,2015, arXiv preprint arXiv:1511
 Probabilistic matrix factorization,2008, In Advances in neuralinformation processing systems
 A review of relationalmachine learning for knowledge graphs,2015, arXiv preprint arXiv:1503
 Deepwalk: Online learning of social repre-sentations,2014, In Proceedings of the 20th ACM SIGKDD international conference on Knowledgediscovery and data mining
 From graph low-rank global attention to 2-fwlapproximation,2020, arXiv preprint arXiv:2006
 Evaluation of different biological dataand computational classification methods for use in protein interaction prediction,2006, Proteins:Structure
 struc2vec: Learning noderepresentations from structural identity,2017, In Proceedings of the 23rd ACM SIGKDD InternationalConference on Knowledge Discovery and Data Mining
 Position-aware graph neural networks,2019, arXiv preprintarXiv:1906
 Link prediction based on graph neural networks,2018, In Advances inNeural Information Processing Systems
 Inductive matrix completion based on graph neural networks,2020, InInternational Conference on Learning Representations
 An end-to-end deep learningarchitecture for graph classification,2018, In AAAI
