title,year,conference
 Neural machine translation by jointlylearning to align and translate,2015, Intl
 Openai gym,2016, arXiv preprint arXiv:1606
 Estimating risk and uncertainty in deep reinforcement learning,2019, arXiv preprintarXiv:1905
 Bert: Pre-training of deepbidirectional transformers for language understanding,2018, arXiv preprint arXiv:1810
 Addressing function approximation error inactor-critic methods,2018, Intl
 Deep predictive policy train-ing using reinforcement learning,2017, In IEEE Intl
 Soft actor-critic algorithms and appli-cations,2018, arXiv preprint arXiv:1812
 Tactical decision-making in autonomous driving byreinforcement learning with uncertainty estimation,2020, arXiv preprint arXiv:2004
 Learning agile and dynamic motor skills for legged robots,2019, ScienceRobotics
 Transferring end-to-end visuomotor controlfrom simulation to real world for a multi-stage task,2017, Conference on Robot Learning
 Sim-to-real via sim-to-sim: Data-efficient robotic grasping via randomized-to-canonical adaptation networks,2019, In IEEE Conferenceon Computer Vision and Pattern Recognition
 Qt-opt: Scalable deepreinforcement learning for vision-based robotic manipulation,2018, Conference on Robot Learning
 Policy search for motor primitives in robotics,2009, In Advances in NeuralInformation Processing Systems
 Machine learning for fast quadrupedal locomotion,2004, In Association forthe Advancement of Artificial Intelligence
 The roles of vision and eye movements in thecontrol of activities of daily living,1999, Perception
 Making sense of vision and touch: Self-supervised learningof multimodal representations for contact-rich tasks,2019, In IEEE Intl
 Sim-to-real reinforcement learning for de-formable object manipulation,2018, Conference on Robot Learning
 Human-levelcontrol through deep reinforcement learning,2015, nature
 Over-coming exploration in reinforcement learning with demonstrations,2018, In IEEE Intl
 Asym-metric actor critic for image-based robot learning,2018, Robotics: Science and Systems
 Learning complex dexterous manipulation with deep reinforcementlearning and demonstrations,2018, Robotics: Science and Systems
 V-rep: A versatile and scalable robot simulationframework,2013, In IEEE Intl
 A single-query bi-directional probabilistic roadmapplanner with lazy collision checking,2003, In Robotics research
 Deepmind control suite,2018, arXivpreprint arXiv:1801
 Leveraging demonstra-tions for deep reinforcement learning on robotics problems with sparse rewards,2017, arXiv preprintarXiv:1707
 Morefusion:Multi-object reasoning for 6d pose estimation from volumetric fusion,2020, In IEEE Conference onComputer Vision and Pattern Recognition
 Simple statistical gradient-folloWing algorithms for connectionist reinforcementlearning,1992, Machine learning
 In IEEE Intl,2018, Conference on Intelligent Robots and Systems
 Tossingbot:Learning to throW arbitrary objects With residual physics,2020, IEEE Transactions on Robotics
 Self-attention generativeadversarial netWorks,2019, In Intl
