title,year,conference
 Neural Ordinary Dif-ferential Equations,2018, In S Bengio
 Augmented neural odes,2019, In H
 Deepkspd: Learning kernel-matrix-basedspd representation for fine-grained image recognition,2018, In Proceedings of the European Conferenceon Computer Vision (ECCV)
 Understanding the difficulty of training deep feedforward neuralnetworks,2010, In Proceedings of the thirteenth international conference on artificial intelligence andstatistics
 Learning Multiple Layers of Features from Tiny Images,2009, Technical report
 Gradient-based learning applied to documentrecognition,0018, Proceedings of the IEEE
 Improved bilinear pooling with cnns,2017, arXiv preprintarXiv:1707
 Bilinear cnn models for fine-grainedvisual recognition,2015, In Proceedings of the IEEE International Conference on Computer Vision
 Read-ing Digits in Natural Images with Unsupervised Feature Learning,2011, In NIPS Workshop on DeepLearning and Unsupervised Feature Learning 2011
 Topics in matrix analysis,1994, Cambridge University Press
 A general framework for parallel dis-tributed processing,0262, In Parallel distributed processing: explorations in the microstructure ofcognition
 Boosting robustness Certifica-tion of neural networks,2018, 2018
 An abstract domain for cer-tifying neural networks,2019, Proceedings of the ACM on Programming Languages
 Compiling fast partial derivatives of functions given by algorithms,1980, PhD thesis
 Neural Arith-metic Logic Units,1049, Advances in Neural Information Processing Systems
 If the matrix isthen the determinant is the polynomial aei - afh - bdi + bfg + cdh - ceg,2021, From Theorem 1
