title,year,conference
 N2N learning: Network tonetwork compression via policy gradient reinforcement learning,2017, arXiv preprint arXiv:1709
 A non-EEG biosig-nals dataset for assessment and visualization of neurological status,2016, In 2016 IEEE InternationalWorkshop on Signal Processing Systems (SiPS)
 Smash: one-shot modelarchitecture search through hypernetworks,2017, arXiv preprint arXiv:1708
 A branching and merging convolutional networkwith homogeneous filter capsules,2020, arXiv preprint arXiv:2001
 Reinforcement learning forarchitecture search by network transformation,2017, arXiv preprint arXiv:1707
 The bilinear brain:towards subject-invariant analysis,2010, In 2010 4th International Symposium on Communications
 Conditional autoencoders with adversarialinformation factorization,2017, arXiv preprint arXiv:1711
 AutoAugment:Learning augmentation strategies from data,2019, In Proceedings of the IEEE conference on computervision and pattern recognition
 Adversarial feature learning,2016, arXiv preprintarXiv:1605
 Adversarially learned inference,2016, arXiv preprint arXiv:1606
 Deep learningfor healthcare applications based on physiological signals: A review,2018, Computer methods andprograms in biomedicine
 Disentangled ad-versarial autoencoder for subject-invariant physiological feature extraction,2020, IEEE Signal ProcessingLetters
 AMC: AutoML for modelcompression and acceleration on mobile devices,2018, In Proceedings of the European Conference onComputer Vision (ECCV)
 Categorical reparameterization with Gumbel-softmax,2016, arXivpreprint arXiv:1611
 An empirical exploration of recurrentnetwork architectures,2015, In International conference on machine learning
 Auto-encoding variational Bayes,2013, arXiv preprintarXiv:1312
 Fader networks: Manipulating images by sliding attributes,2017, In Advances inNeural Information Processing Systems
 The variational fairautoencoder,2015, arXiv preprint arXiv:1511
 Neural networks with differentiable structure,2016, arXiv preprint arXiv:1606
 Evolving deep neural networks,2019, InArtificial Intelligence in the Age of Neural Networks and Brain Computing
 The deep regression Bayesian network and its applications:Probabilistic deep learning for computer vision,2018, IEEE Signal Processing Magazine
 Deep bayesian network architecture for big datamining,2019, Concurrency and Computation: Practice and Experience
 Adversarial deep learningin eeg biometrics,2019, IEEE Signal Processing Letters
 Black box variational inference,2014, In ArtificialIntelligence and Statistics
 AutoML-Zero: Evolving machine learningalgorithms from scratch,2020, arXiv preprint arXiv:2003
 The recovery of causal poly-trees from statistical data,2013, arXivpreprint arXiv:1304
 Constructingdeep neural networks by Bayesian network structure learning,2018, In Advances in Neural InformationProcessing Systems
 Bayesian network constraint-based structure learning algorithms: Parallel andoptimised implementations in the bnlearn r package,2014, arXiv preprint arXiv:1406
 Stacked generalization,1992, Neural networks
 Cold case: The lost MNIST digits,2019, In Advances in Neural InformationProcessing Systems 32
 Neural architecture search with reinforcement learning,2016, arXiv preprintarXiv:1611
 Learning transferable architecturesfor scalable image recognition,2018, In Proceedings of the IEEE conference on computer vision andpattern recognition
 of Parameters	Clock Time	Model A	-51,2021,73	—	—	—	99
