title,year,conference
 Pooled contextualized embeddings for namedentity recognition,2019, In Proceedings of the 2019 Conference of the North American Chapter of theAssociation for Computational Linguistics: Human Language Technologies
 An evolutionary algorithm thatconstructs recurrent neural networks,1994, IEEE transactions on Neural Networks
 Designing neural network architec-tures using reinforcement learning,2017, In ICLR
 Un-supervised cross-lingual representation learning at scale,2020, In Proceedings of the 58th AnnualMeeting of the Association for Computational Linguistics
 Grammatical category disambiguation by statistical optimization,1003, ComputationalLinguistics
 Simple and efficient architecture search forconvolutional neural networks,2018, In ICLR workshop
 Left-to-right dependency parsing withpointer networks,2019, In Proceedings of the 2019 Conference of the North American Chapter of theAssociation for Computational Linguistics: Human Language Technologies
 Transition-based semantic dependencyparsing with pointer networks,2020, In Proceedings of the 58th Annual Meeting of the Associationfor Computational Linguistics
 Nas-fpn: Learning scalable feature pyramid architec-ture for object detection,2019, In Proceedings of the IEEE conference on computer vision and patternrecognition
 A comparative analysis of selection schemes used in geneticalgorithms,1991, In Foundations of genetic algorithms
 Mining and summarizing customer reviews,2004, In Proceedings of theTenth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
 Densely connectedconvolutional networks,2017, In Proceedings of the IEEE conference on computer vision and patternrecognition
 An empirical exploration of recurrentnetwork architectures,2015, In International conference on machine learning
 Adam: A method for stochastic optimization,2015, In InternationalConference on Learning Representations
 Random search and reproducibility for neural architecture search,2020, InUncertainty in Artificial Intelligence
 Hier-archical representations for efficient architecture search,2018, In International Conference on LearningRepresentations
 GCDT: Aglobal context enhanced deep transition architecture for sequence labeling,2019, In Proceedings ofthe 57th Annual Meeting of the Association for Computational Linguistics
 Roberta: A robustly optimized bert pretrainingapproach,2019, arXiv preprint arXiv:1907
 Stack-pointer networks for dependency parsing,2018, In Proceedings of the 56th Annual Meeting of theAssociation for Computational Linguistics (Volume 1: Long Papers)
 Non-Projective dependency pars-ing using spanning tree algorithms,2005, In Proceedings of Human Language Technology Conferenceand Conference on Empirical Methods in Natural Language Processing
 Designing neural networks using genetic algo-rithms,1989, In 3rd International Conference on Genetic Algorithms
 Improved part-of-speech tagging for online conversational text with word clusters,2013, InProceedings of the 2013 Conference of the North American Chapter of the Association forComputational Linguistics: Human Language Technologies
 Glove: Global vectors for wordrepresentation,2014, In Proceedings of the 2014 conference on empirical methods in natural languageprocessing (EMNLP)
 Efficient neural architecture searchvia parameters sharing,2018, In International Conference onMachine Learning
 Efficient neural architecturesearch via parameter sharing,2018, In International Conference on Machine Learning
 Large-scale evolution of image classifiers,2017, In InternationalConference on Machine Learning
 Regularized evolution for imageclassifier architecture search,2019, In Proceedings of the aaai conference on artificial intelligence
 The evolved transformer,2019, In International Conference onMachine Learning
 Evolving neural networks through augmenting topolo-gies,2002, Evolutionary computation
 Reinforcement learning: An introduction,1992, MIT press
 Rethink-ing the inception architecture for computer vision,2016, In Proceedings of the IEEE conference oncomputer vision and pattern recognition
 6l6ments de syntaxe structurale,1959, Editions Klincksieck
 Structure-levelknowledge distillation for multilingual sequence labeling,2020, In Proceedings of the 58th AnnualMeeting of the Association for Computational Linguistics
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Machine learning
 Genetic cnn,2017, In 2017 IEEE International Conference on Computer Vision(ICCV)
 BERT post-training for review reading compre-hension and aspect-based sentiment analysis,2019, In Proceedings of the 2019 Conference of theNorth American Chapter of the Association for Computational Linguistics: Human LanguageTechnologies
 Practical block-wise neuralnetwork architecture generation,2018, In Proceedings of the IEEE conference on computer vision andpattern recognition
 Autotrans: Automating trans-former design via reinforced architecture search,2020, arXiv preprint arXiv:2009
 Neural architecture search with reinforcement learning,2017, In ICLR
 Learning transferable architecturesfor scalable image recognition,2018, In Proceedings of the IEEE conference on computer vision andpattern recognition
