title,year,conference
 Optuna:A next-generation hyperparameter optimization framework,2019, In Proceedings of the 25rd ACMSIGKDD International Conference on Knowledge Discovery and Data Mining
 A Semi-supervised Deep Generative Model for Human Body Analysis,2018, InProceedings of the European Conference on Computer Vision (ECCV) Workshops
 Adversarially Learned Inference,2017, In International Conference on LearningRepresentations (ICLR)
 Implicit reparameterization gradients,2018, InAdvances in Neural Information Processing Systems
 Combining deep generative and discriminativemodels for Bayesian semi-supervised learning,2020, Pattern Recognition
 Semi-supervised learning by entropy minimization,2004, InProceedings of the 17th International Conference on Neural Information Processing Systems
 beta-vae: Learning basic visual concepts with aconstrained variational framework,2017, In International Conference on Learning Representations(ICLR)
 Spatial transformernetworks,2015, In Advances in Neural Information Processing Systems
 DisentanglingFactors of Variation with Cycle-Consistent Variational Auto-encoders,2018, In European Conference onComputer Vision (ECCV)
 Adam: A Method for Stochastic Optimization,2014, arXiv:1412
 Auto-Encoding Variational Bayes,2014, In International Conferenceon Learning Representations
 Semi-supervised learning with deep generative models,2014, In Advances in Neural Information ProcessingSystems
 Semi-supervised Learning withGANs: Manifold Invariance with Improved Inference,2017, In Advances in Neural InformationProcessing Systems
 Approximate inference for theloss-calibrated bayesian,2011, In Artificial Intelligence and Statistics
 Temporal Ensembling for Semi-Supervised Learning,2017, In InternationalConference on Learning Representations
 AU-toencoding beyond pixels using a learned similarity metric,2016, In International Conference onMachine Learning
 Learning Methods for Generic Object Recognition withInvariance to Pose and Lighting,2004, In IEEE Computer Vision and Pattern Recognition (CVPR)
 Deep learning face attributes in the wild,2015, InProceedings of International Conference on Computer Vision (ICCV)
 Auxiliary DeepGenerative Models,2016, arXiv:1602
 ReadingDigits in Natural Images with Unsupervised Feature Learning,2011, In NeurIPS Workshop on DeepLearning and Unsupervised Feature Learning
 RealisticEvaluation of Deep Semi-Supervised Learning Algorithms,2018, arXiv:1804
 Learning Disentangled Representations withSemi-Supervised Deep Generative Models,2017, In Advances in Neural Information Processing Systems
 Unsupervised dataaugmentation for consistency training,2020, In Advances in Neural Information Processing Systems
 Wide residual networks,2016, In Edwin R
 LearningDense CorresPondence via 3D-Guided Cycle Consistency,2016, In 2016 IEEE Conference on ComputerVision and Pattern Recognition (CVPR)
 UnPaired Image-to-Image Transla-tion Using Cycle-Consistent Adversarial Networks,2017, In 2017 IEEE International Conference onComputer Vision (ICCV)
 Semi-SuPervised Learning Literature Survey,2005, Technical RePort Technical RePort 1530
 Each column showsmultiple samples from one specific digit class,2014, From left to right
