title,year,conference
 Compromising reflections-or-how to read lcd monitorsaround the corner,2008, In 2008 IEEE Symposium on Security and Privacy (SP 2008)
 Tempest in a teapot: Compromis-ing reflections revisited,2009, In 2009 30th IEEE Symposium on Security and Privacy
 Eyetell: Video-assistedtouchscreen keystroke inference from eye movements,2018, In 2018 IEEE Symposium on Security andPrivacy (SP)
 Evaluating the output of machine translation systems,2010, 01 2010
 ROUGE: A package for automatic evaluation of summaries,1013, In Text SummarizationBranches Out
 A study oftranslation edit rate with targeted human annotation,2006, In In Proceedings of Association for MachineTranslation in the Americas
 Visible:Video-assisted keystroke inference from tablet backside motion,2016, In NDSS
 Separating style and content with bilinear models,2000, NeuralComputation
 Adversarial discriminative domainadaptation,2017, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition(CVPR)
 Attention is all you need,2017, In I
 Cracking android pattern lock in five attempts,2017, 2017
 Blind recognitionof touched keys on mobile devices,2014, In Proceedings of the 2014 ACM SIGSAC Conference onComputer and Communications Security
 Unpaired image-to-image translationusing cycle-consistent adversarial networks,2017, In Computer Vision (ICCV)
