title,year,conference
 Natural gradient works efficiently in learning,1998, Neural computation
 Optimization methods for large-scale machinelearning,2018, Siam Review
 Riemannian geometry,1992, Birkhauser
 The cityscapes dataset for semanticurban scene understanding,2016, In Proc
 Saga: A fast incremental gradient methodwith support for non-strongly convex composite objectives,2014, In Advances in neural informationprocessing systems
 Mirrorless mirror descent: A more naturaldiscretization of riemannian gradient flow,2020, arXiv preprint arXiv:2004
 Deep residual learning for imagerecognition,2016, 2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Deep residual learning for imagerecognition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition
 Accelerating stochastic gradient descent using predictive variancereduction,2013, In Advances in neural information processing systems
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Learning multiple layers of features from tiny images,2009, 2009
 MNIST handwritten digit database,2010, 2010
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Exploring private federatedlearning with laplacian smoothing,2020, arXiv preprint arXiv:2005
 Adaptive gradient methods with dynamic bound oflearning rate,2019, In International Conference on Learning Representations
 Practical riemannian neural networks,2016, arXiv preprintarXiv:1602
 Semantic image synthesis withspatially-adaptive normalization,2019, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
 Very deep convolutional networks for large-scale imagerecognition,2014, arXiv preprint arXiv:1409
 Laplacian smoothing stochastic gradientmarkov chain monte carlo,2019, arXiv preprint arXiv:1911
 Dp-lssgd: A stochastic optimization method to lift the utility in privacy-preserving erm,2020, InMathematical and Scientific Machine Learning
 Adadelta: an adaptive learning rate method,2012, arXiv preprint arXiv:1212
