title,year,conference
 MINE: Mutual information neural estimation,2018, In ICML
 Understanding disentangling in β-VAE,2018, arXiv preprint:1804
 Generative adversarial nets,2014, In NeurIPS
 Combining deep generative and discriminativemodels for bayesian semi-supervised learning,2020, Pattern Recognition
 Akernel two-sample test,2012, JMLR
 A survey of learningcausality with data: Problems and methods,2018, arXiv preprint:1809
 Learning disentangled representations for counterfactualregression,2020, In ICLR
 β-VAE: Learning basic visual concepts with aconstrained variational framework,2017, ICLR
 The β-VAE's implicit prior,2017, 2017
 Learning representations for counterfactualinference,2016, In ICML
 Adam: A method for stochastic optimization,2015, In ICLR
 Auto-encoding variational bayes,2014, In ICLR
 Semi-supervisedlearning with deep generative models,2014, In NeurIPS
 Treatment effect estimationwith data-driven variable decomposition,2017, In AAAI
 Challenging common assumptions in the unsupervised learning of disentan-gled representations,2019, In ICML
 Information constraints on auto-encoding variational bayes,2018, In NeurIPS
 The variational fairautoencoder,2015, arXiv preprint:1511
 Causaleffect inference with deep latent-variable models,2017, In NeurIPS
 Domain adaptation: Learning boundsand algorithms,2009, arXiv preprint:0902
 On discriminative vs,2002, generative classifiers: A comparison oflogistic regression and naive bayes
 Elements of causal inference: foundationsand learning algorithms,2017, MIT press
 Stochastic backpropagation andapproximate inference in deep generative models,2014, ICML
 The central role of the propensity score in observationalstudies for causal effects,1983, Biometrika
 Estimating individual treatment effect: General-ization bounds and algorithms,2017, In ICML
 Adapting neural networks for the estimation of treatmenteffects,2019, In NeurIPS
 Representation learningfor treatment effect estimation from observational data,2018, In NeurIPS
 GANITE: Estimation of individualizedtreatment effects using generative adversarial nets,2018, In ICLR
