title,year,conference
 On correlation of features extracted by deepneural networks,2019, In 2019 International Joint Conference on Neural Networks (IJCNN)
 On batch orthogonalization layers,2018, CoRR
 Input similarity from theneural network perspective,2019, In Advances in Neural Information Processing Systems
 A simple framework forcontrastive learning of visual representations,2020, arXiv preprint arXiv:2002
 Riemannian approach to batch normalization,2017, In Advances inNeural Information Processing Systems
 Reducing overfit-ting in deep networks by decorrelating representations,2015, arXiv preprint arXiv:1511
 Bert: Pre-training of deepbidirectional transformers for language understanding,2018, arXiv preprint arXiv:1810
 Discrimina-tive unsupervised feature learning with convolutional neural networks,2014, In Advances in neuralinformation processing systems
 Unsupervised representation learning bypredicting image rotations,2018, arXiv preprint arXiv:1803
 Evaluation criteria for instance-basedexplanation,2020, arXiv preprint arXiv:2006
 Deep transfer metric learning,2015, In Proceedings of the IEEEconference on computer vision and pattern recognition
 Decorrelated batch normalization,2018, In Proceedingsof the IEEE Conference on Computer Vision and Pattern Recognition
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, arXiv preprint arXiv:1502
 Efficient backprop,2012, InNeural networks: Tricks of the trade
 Revisiting batch normaliza-tion for practical domain adaptation,2016, arXiv preprint arXiv:1603
 Lecture notes on metric embeddings,2013, Technical report
 Deep learning architectures for multi-label classification ofintelligent health risk prediction,2017, BMC bioinformatics
 Unsupervised learning of visual representations by solving jigsawpuzzles,2016, In European Conference on Computer Vision
 Representation learning with contrastive predic-tive coding,2018, arXiv preprint arXiv:1807
 Deep contextualized word representations,2018, arXiv preprint arXiv:1802
 An overview of multi-task learning in deep neural networks,2017, arXiv preprintarXiv:1706
 Very deep convolutional networks for large-scale imagerecognition,2014, arXiv preprint arXiv:1409
 Deep visual domain adaptation: A survey,2018, Neurocomputing
