title,year,conference
 Towards evaluating the robustness of neural networks,2017, In 2017ieee symposium on security and privacy (sp)
 Detecting adversarialsamples from artifacts,2017, arXiv preprint arXiv:1703
 Dropout as a bayesian approximation: Representing modeluncertainty in deep learning,2016, In international conference on machine learning
 Explaining and harnessing adversarialexamples,2014, arXiv preprint arXiv:1412
 Explaining and harnessing adversarialexamples,2014, arXiv preprint arXiv:1412
 Deep residual learning for image recog-nition,2016, In 2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 A baseline for detecting misclassified and out-of-distributionexamples in neural networks,2016, arXiv preprint arXiv:1610
 Characterizing adversarial subspaces usinglocal intrinsic dimensionality,2018, arXiv preprint arXiv:1801
 Magnet: a two-pronged defense against adversarial examples,2017, InProceedings of the 2017 ACM SIGSAC conference on computer and communications security
 Ensemble adversarial training: Attacks and defenses,2017, arXiv preprint arXiv:1705
 Acoustic modeling with deep neuralnetworks using raw time signal for lvcsr,2014, In 2014 Annual Conference of the International SpeechCommunication Association
 Feature squeezing: Detecting adversarial examples in deepneural networks,2017, arXiv preprint arXiv:1704
