title,year,conference
 Spinning up in deep reinforcement learning,2018, 2018
 Optimality and approximationwith policy gradient methods in markov decision processes,2019, arXiv preprint arXiv:1908
 Whatmatters in on-policy reinforcement learning? a large-scale empirical study,2020, arXiv preprintarXiv:2006
 A distributional perspective on reinforcementlearning,2017, arXiv preprint arXiv:1707
 Interference and generalization in temporaldifference learning,2020, arXiv preprint arXiv:2003
 Openai gym,2016, arXiv preprint arXiv:1606
 Two-timescale networks for nonlinearvalue function approximation,2018, In International Conference on Learning Representations
 Fixed-horizontemporal difference methods for stable reinforcement learning,2019, arXiv preprint arXiv:1909
 Implementation matters in deep rl: A case study on ppo andtrpo,2019, In International Conference on Learning Representations
 Hyper-bolic discounting and learning over multiple horizons,2019, arXiv preprint arXiv:1902
 Addressing function approximation error inactor-critic methods,2018, arXiv preprint arXiv:1802
 Soft actor-critic: Off-policy maximum entropy deep reinforcement learning with a stochastic actor,2018, arXiv preprintarXiv:1801
 A closer look at deep policy gradients,2018, arXiv preprintarXiv:1811
 Reinforcement learning with unsupervised auxiliary tasks,2016, arXivpreprint arXiv:1611
 On structural properties of mdps that bound lossdue to shallow planning,2016, In IJCAI
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Actor-critic algorithms,2002, PhD thesis
 Multi-advisor reinforcementlearning,2017, arXiv preprint arXiv:1704
 On value function representation of longhorizon problems,2018, In AAAI Conference on Artificial Intelligence
 Reinforcement learning with selective perception and hidden state,1997, PhD thesis
 Asynchronous methods for deep reinforcementlearning,2016, In Proceedings of the 33rd International Conference on Machine Learning
 Time limits in reinforcementlearning,2018, In International Conference on Machine Learning
 Trust regionpolicy optimization,2015, In Proceedings of the 32nd International Conference on Machine Learning
 High-dimensional continuous control using generalized advantage estimation,2015, arXiv preprintarXiv:1506
 Proximal policyoptimization algorithms,2017, arXiv preprint arXiv:1707
 Masteringthe game of go with deep neural networks and tree search,2016, Nature
 rlpyt: A research code base for deep reinforcement learning inpytorch,2019, arXiv preprint arXiv:1909
 Learning to predict by the methods of temporal differences,1988, Machine Learning
 Td models: Modeling the world at a mixture of time scales,1995, In Machine LearningProceedings 1995
 Bias in natural actor-critic algorithms,2014, In Proceedings of the 31st InternationalConference on Machine Learning
 Discovery of useful questions asauxiliary tasks,2019, In Advances in Neural Information Processing Systems
 Discrete dynamic programming with sensitive discount optimality criteria,1969, TheAnnals of Mathematical Statistics
 Gamma discounting,2001, American Economic Review
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Machine learning
 A finite time analysis of two time-scale actorcritic methods,2020, arXiv preprint arXiv:2005
 Sample efficient policy gradient methods with recursivevariance reduction,2019, arXiv preprint arXiv:1909
 Stochastic recursive momentum for policygradient methods,2020, arXiv preprint arXiv:2003
