title,year,conference
	Noise2self: Blind denoising by self-supervision,2019,	CoRR
 A non-local algorithm for image denoising,2005, In 2005IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR’05)
 Towards evaluating the robustness of neural networks,2017, In 2017ieee symposium on security and privacy (sp)
 Image blind denoising with gen-erative adversarial network based noise modeling,2018, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition
 Adversarial examples are a naturalconsequence of test error in noise,2019, In International Conference on Machine Learning
 Explaining and harnessing adversarialexamples,2014, arXiv preprint arXiv:1412
 Benchmarking neural network robustness to commoncorruptions and surface variations,2018, arXiv preprint arXiv:1807
 Convolutional neural networks fordirect text deblurring,2015, In Proceedings of BMVC
 Natural image denoising with convolutional networks,2009, In Advancesin neural information processing systems
 Photo-realistic sin-gle image super-resolution using a generative adversarial network,2017, In Proceedings of the IEEEconference on computer vision and pattern recognition
 Non-local color image denoising with convolutional neural networks,2017, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Noise2noise: Learning image restoration without clean data,2018, arXiv preprintarXiv:1803
 Non-local recurrentnetwork for image restoration,2018, In Advances in Neural Information Processing Systems
 Magnet: a two-pronged defense against adversarial examples,2017, InProceedings of the 2017 ACM SIGSAC conference on computer and communications security
 Learning withnoisy labels,2013, In Advances in neural information processing systems
 Estimation from indirect supervisionwith linear moments,2016, In International conference on machine learning
 Certifying some distributional robustness withprincipled adversarial training,2017, arXiv preprint arXiv:1710
 Intriguing properties of neural networks,2013, arXiv preprint arXiv:1312
 Extracting andcomposing robust features with denoising autoencoders,2008, In Proceedings of the 25th internationalconference on Machine learning
 Image denoising and inpainting with deep neural net-works,2012, In Advances in neural information processing systems
 Wide residual networks,2016, arXiv preprintarXiv:1605
 Reliable and efficient image cropping: A gridanchor based approach,2019, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 mixup: Beyond empiricalrisk minimization,2017, arXiv preprint arXiv:1710
