title,year,conference
 Entropic GANs meet VAEs: Astatistical approach to compute sample likelihoods in GANs,2019, In ICML
 NICE: Non-linear independent componentsestimation,2014, arXiv preprint arXiv:1410
 Density estimation using real NVP,2016, arXivpreprint arXiv:1605
 Adversarial feature learning,2017, In ICLR
 Adversarially learned inference,2017, In ICLR
 Structured disentangled rePresenta-tions,2019, In AISTATS
 Generative adversarial nets,2014, In NIPS
 Toward con-trolled generation of text,2017, In ICML
 Auto-encoding variational bayes,2014, In ICLR
 Learninghierarchical Priors in VAEs,2019, In NeurIPS
 OPtimalmass transPort: Signal Processing and machine-learning aPPlications,2017, IEEE signal processingmagazine
 Sliced-Wasserstein auto-encoders,2019, In ICLR
 Alice: Towards understanding adversarial learning for joint distribution matching,2017, InNIPS
 Towards understanding the dy-namics of generative adversarial networks,2017, In ICLR
 MIM: Mutual information machine,2019, arXiv preprintarXiv:1910
 Distributional sliced-wasserstein and applica-tions to generative modeling,2020, arXiv preprint arXiv:2002
 Sinkhorn autoencoders,2019, In UAI
 Computational optimal transport,2019, Foundations and Trends® inMachine Learning
 VAE learn-ing via Stein variational gradient descent,2017, In NIPS
 Adversarial symmetric variational autoencoder,2017, In NIPS
 Generating diverse high-fidelity images withVQ-VAE-2,2019, In NeurIPS
 Variational inference with normalizing flows,2015, InICML
 Stochastic backpropagation andapproximate inference in deep generative models,2014, In ICML
 On the convergence and robust-ness of training GANs with regularized optimal transport,2018, In NeurIPS
 Optimal transport for applied mathematicians,2015, Birkauser NY
 Wasserstein auto-encoders,2018, In ICLR
 VAE with a VampPrior,2018, In AISTATS
 RNADE: The real-valued neural autoregressivedensity-estimator,2013, In NIPS
 Nvae: A deep hierarchical variational autoencoder,2020, arXiv preprintarXiv:2007
 Pixel recurrent neural networks,2016, InICML
 Extracting andcomposing robust features with denoising autoencoders,2008, In ICML
 InfoVAE: Balancing learning and inference invariational autoencoders,2019, In AAAI
