title,year,conference
 Fast windingnumbers for soups and clouds,2018, ACM Transactions on Graphics
 Shapenet: An information-rich 3dmodel repository,2015, arXiv preprint arXiv:1512
 Learning implicit fields for generative shape modeling,2019, Proceedingsof IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Multilayer feedforward networks are uni-versal approximators,1989, Neural networks
 Robust inside-outside segmentationusing generalized winding numbers,2013, ACM Transactions on Graphics (TOG)
 Estimation of particle transmission by random sampling,1951, National Bureauof Standards applied mathematics series
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Deep meta functionals for shape representation,2019, CoRR
 Dist:Rendering deep implicit signed distance function with differentiable sphere tracing,2020, In IEEEConference on Computer Vision and Pattern Recognition (CVPR)
 Nerf: Representing scenes as neural radiance fields for view synthesis,2020, In ECCV
 Metasdf:Meta-learning signed distance functions,2020, In arXiv
 Implicit neural representations with periodic activation functions,2020, In arXiv
 Adaptive O-CNN: A Patch-based DeepRepresentation of 3D Shapes,2018, ACM Transactions on Graphics (SIGGRAPH Asia)
 Ladybird: Quasi-monte carlo sampling for deepimplicit field based 3d reconstruction with symmetry,2020, In Proc
 keras ,2005, models 
