title,year,conference
 Midbrain dopamine neurons encode a quantitative rewardprediction error signal,2005, Neuron
 Early inference in energy-based models approximates back-propagation,2015, arXiv preprint arXiv:1510
 Stdp-compatibleapproximation of backpropagation in an energy-based model,2017, Neural computation
 Language models arefew-shot learners,2020, arXiv preprint arXiv:2005
 Rhythms of the Brain,2006, Oxford University Press
 Deep neural networks rival the representation of primate itcortex for core visual object recognition,2014, PLoS Comput Biol
 The recent excitement about neural networks,1989, Nature
 Learning and inference in the brain,2003, Neural Networks
 A theory of cortical responses,2005, Philosophical transactions of the Royal Society B:Biological sciences
 Understanding dopamine and reinforcement learning: the dopamine rewardprediction error hypothesis,2011, Proceedings of the National Academy of Sciences
 Towards deep learning with segregateddendrites,2017, Elife
 Deep residual learning for imagerecognition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition
 Long short-term memory,1997, Neural computation
 Neural styletransfer: A review,2019, IEEE transactions on visualization and computer graphics
 Deep neural networks: a new framework for modeling biological vision andbrain information processing,2015, Annual review of vision science
 Imagenet classification with deep convolu-tional neural networks,2012, In Advances in neural information processing systems
 A cellular mechanism for cortical associations: an organizing principle for thecerebral cortex,2013, Trends in neurosciences
 Backprop-agation and the brain,2020, Nature Reviews Neuroscience
 The representation of the cumulative rounding error of an algorithm as a taylorexpansion of the local rounding errors,1970, Master’s Thesis (in Finnish)
 A review of automatic differentiation and its efficient implementation,2019, WileyInterdisciplinary Reviews: Data Mining and Knowledge Discovery
 Ghost unitsyield biologically plausible backprop in deep neural networks,2019, arXiv preprint arXiv:1911
 Implementing predictive processing and active inference: Preliminary steps andresults,2019, 2019
 Predictive coding approximatesbackprop along arbitrary computation graphs,2020, arXiv preprint arXiv:2006
 Investigating thescalability and biological plausibility of the activation relaxation algorithm,2020, arXiv preprintarXiv:2010
 Relaxing the constraintson predictive coding models,2020, arXiv preprint arXiv:2010
 Human-level controlthrough deep reinforcement learning,2015, Nature
 Direct feedback alignment provides learning in deep neural networks,2016, In Advances inneural information processing systems
 A morphologicalanalysis of thalamocortical axon fibers of rat posterior thalamic nuclei: a single neuron tracingstudy with viral vectors,2012, Cerebral cortex
 Wavenet: A generative model for rawaudio,2016, arXiv preprint arXiv:1609
 Representation learning with contrastive predictivecoding,2018, arXiv preprint arXiv:1807
 Continual learning of recurrentneural networks by locally aligning distributed representations,2020, IEEE Transactions on NeuralNetworks and Learning Systems
 Conducting credit assignment byaligning local representations,2018, arXiv preprint arXiv:1803
 Learning to adapt byminimizing discrepancy,2017, arXiv preprint arXiv:1711
 Unsupervised representation learning with deepconvolutional generative adversarial networks,2015, arXiv preprint arXiv:1511
 Languagemodels are unsupervised multitask learners,2019, OpenAI Blog
 Dendritic cortical microcircuitsapproximate the backpropagation algorithm,2018, In Advances in Neural Information ProcessingSystems
 Pixelcnn++: Improving thepixelcnn with discretized logistic mixture likelihood and other modifications,2017, arXiv preprintarXiv:1701
 Extendingthe framework of equilibrium propagation to general dynamics,2018, 2018a
 Gener-alization of equilibrium propagation to vector field dynamics,2018, arXiv preprint arXiv:1808
 Proximal policyoptimization algorithms,2017, arXiv preprint arXiv:1707
 Neuronal coding of prediction errors,2000, Annual review ofneuroscience
 Mastering the game of go withouthuman knowledge,2017, Nature
 Learning by the dendritic prediction of somatic spiking,2014, Neuron
 Attention is all you need,2017, In Advances in neural informationprocessing Systems
 Evaluating theneurophysiological evidence for predictive processing as a model of perception,2020, Annals of the NewYork Academy of Sciences
 Applications of advances in nonlinear sensitivity analysis,1982, In System modeling andoptimization
 An approximation of the error backpropagation algorithmin a predictive coding network with local hebbian synaptic plasticity,2017, Neural computation
 Theories of error back-propagation in the brain,2019, Trends incognitive sciences
 Fashion-mnist: a novel image dataset for benchmarkingmachine learning algorithms,2017, 2017
 Equivalence of backpropagation and contrastive hebbianlearning in a layered network,2003, Neural computation
