title,year,conference
 Deep variational informationbottleneck,2016, arXiv preprint arXiv:1612
 A recurrent latent variable model for sequential data,2015, In Advances in neural informationprocessing Systems
 Rl 2 : Fastreinforcement learning via slow reinforcement learning,2016, arXiv preprint arXiv:1611
 Meta-reinforcement learning of structured exploration strategies,2018, In Advances in Neural InformationProcessing Systems
 Mame: Model-agnostic meta-exploration,2019, arXiv preprint arXiv:1911
 Vime:Variational information maximizing exploration,2016, In Advances in Neural Information ProcessingSystems
 Control of exploitation-exploration meta-parameter in reinforcement learning,2002, Neural networks
 Emi: Ex-ploration with mutual information,2019, In International Conference on Machine Learning
 Auto-encoding variational bayes,2013, arXiv preprintarXiv:1312
 A simple neural attentive meta-learner,2017, arXiv preprint arXiv:1707
 Curiosity-driven explorationby self-supervised prediction,2017, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition Workshops
 Efficient off-policymeta-reinforcement learning via probabilistic context variables,2019, In International Conference onMachine Learning
 Implicit generative modeling for efficient explo-ration,2019, arXiv preprint arXiv:1911
 Promp: Proximal meta-policy search,2019, In International Conference on Learning Representations
 Mastering chess and shogiby self-play with a general reinforcement learning algorithm,2017, arXiv preprint arXiv:1712
 Incentivizing exploration in reinforcementlearning with deep predictive models,2015, arXiv preprint arXiv:1507
 Some considerations on learning to explore via meta-reinforcement learning,2018, ArXiv
 An information-theoretic approach to curiosity-driven reinforce-ment learning,2012, Theory in Biosciences
 Grandmasterlevel in starcraft ii using multi-agent reinforcement learning,2019, Nature
 Environment probing interaction policies,2018, InInternational Conference on Learning Representations
 Varibad: A very good method for bayes-adaptive deep rl via meta-learning,2019, arXiv preprint arXiv:1910
