title,year,conference
 Women alsosnowboard: Overcoming bias in captioning models,2018, In Proceedings of the European Conferenceon Computer Vision (ECCV)
 Grad-cam++: Generalized gradient-based visual explanations for deep convolutional networks,2018, In 2018IEEE Winter Conference on Applications of Computer Vision (WACV)
 Why can’t i dance in the mall?learning to mitigate scene bias in action recognition,2019, In Advances in Neural Information ProcessingSystems
 Autoaugment:Learning augmentation strategies from data,2019, In Proceedings of the IEEE Conference on ComputerVision and Pattern Recognition
 Improved regularization of convolutional neural networkswith cutout,2017, arXiv preprint arXiv:1708
 Modeling visual context is key to augmentingobject detection datasets,2018, In Proceedings of the European Conference on Computer Vision (ECCV)
 Dropblock: A regularization method for convolutionalnetworks,2018, In Advances in Neural Information Processing Systems
 On calibration of modern neuralnetworks,2017, In International Conference on Machine Learning
 Deep residual learning for imagerecognition,2016, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition(CVPR)
 Why relu networks yield high-confidence predictions far away from the training data and how to mitigate the problem,2019, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Imagenet classification with deep convolu-tional neural networks,2012, In Advances in Neural Information Processing Systems
 Verified uncertainty calibration,2019, In Advances inNeural Information Processing Systems
 Trainable calibration measures for neural networksfrom kernel mean embeddings,2018, In Proceedings of the 35th International Conference on MachineLearning (ICML)
 Simple and scalable predictiveuncertainty estimation using deep ensembles,2017, In Advances in Neural Information ProcessingSystems (NeurIPS)
 A note on Platt’s probabilistic outputs for supportvector machines,2007, Machine learning
 Microsoft COCO: Common objects in context,2014, In EuropeanConference on Computer Vision
 Asimple baseline for bayesian uncertainty in deep learning,2019, arXiv preprint arXiv:1902
 Calibrating deep neural netWorks using focal loss,2020, arXiv preprint arXiv:2002
 Active online confidence boosting for efficient objectclassification,2015, In Proceedings of the IEEE International Conference on Robotics and Automation(ICRA)
 Obtaining Well calibratedprobabilities using bayesian binning,2015, In Blai Bonet and Sven Koenig (eds
 Regularizingneural networks by penalizing confident output distributions,2017, arXiv preprint arXiv:1701
 Faster r-cnn: Towards real-time objectdetection with region proposal networks,2015, In Advances in Neural Information Processing Systems
 Rethinking theinception architecture for computer vision,2016, In Proceedings of the IEEE Conference on ComputerVision and Pattern Recognition
 Ricap: Random image cropping andpatching data augmentation for deep cnns,2018, In Asian Conference on Machine Learning
 Non-parametric calibration forclassification,2020, In Proceedings of the 23rd International Conference on Artificial Intelligenceand Statistics (AISTATS)
 Disturblabel: Regularizing cnn onthe loss layer,2016, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Transforming classifier scores into accurate multiclass probabil-ity estimates,2002, In Proceedings of the 8th ACM International Conference on Knowledge Discoveryand Data Mining (SIGKDD)
 mixup: Beyond empiricalrisk minimization,2017, arXiv preprint arXiv:1710
 Examining cnn representations with respectto dataset bias,2017, arXiv preprint arXiv:1710
 Random erasing data augmenta-tion,2017, arXiv preprint arXiv:1708
