title,year,conference
 ProxylessNAS: Direct Neural Architecture Search on TargetTask and Hardware,2019, In ICLR
 Stabilizing differentiable architecture search via perturbation-based regularization,2020, In ICML
 Drnas:Dirichlet neural architecture search,2020, arXiv preprint arXiv:2006
 Fair darts: Eliminating unfair advantagesin differentiable architecture search,2020, ECCV
 AutoAugment:Learning Augmentation Policies from Data,2019, In CVPR
 ImageNet: A Large-ScaleHierarchical Image Database,2009, In CVPR
 NAS-Bench-102: Extending the Scope of Reproducible Neural Architec-ture Search,2020, In ICLR
 Mollifying networks,2017, InICLR
 Deep Residual Learning for ImageRecognition,2016, In CVPR
 Parametric noise injection: Trainable randomnessto improve deep neural network robustness against adversarial attack,2019, In CVPR
 Searching for MobileNetV3,2019, In ICCV
 Squeeze-and-Excitation Networks,2018, In CVPR
 Certifiedrobustness to adversarial examples with differential privacy,2019, In 2019 IEEE Symposium on Securityand Privacy (SP)
 VisUalizing the loss landscapeof neUral nets,2018, In Advances in Neural Information Processing Systems
 Random search and reprodUcibility for neUral architectUre search,2020, InUncertainty in Artificial Intelligence
 DARTS+: Improved Differentiable ArchitectUre Search with Early Stopping,2019, arXivpreprint arXiv:1909
 Microsoft COCO:Common Objects in Context,2014, In ECCV
 Focal Loss for DenseObject Detection,2017, In ICCV
 DARTS: Differentiable ArchitectUre Search,2019, InICLR
 Towards robUst neUral networks viarandom self-ensemble,2018, In Proceedings of the European Conference on Computer Vision (ECCV)
 XNAS:NeUral ArchitectUre Search with Expert Advice,2019, In NeurIPS
 Readingdigits in natUral images with UnsUpervised featUre learning,2011, In NIPSW
 Efficient NeUral ArchitectUreSearch via Parameter Sharing,2018, In ICML
 RegUlarized evolUtion for imageclassifier architectUre search,2019, In AAAI
 Mo-bileNetV2: Inverted ResidUals and Linear Bottlenecks,2018, In CVPR
 Training very deep networks,2015, In NIPS
 EfficientNet: Rethinking Model Scaling for ConvolUtional NeUralNetworks,2019, In ICML
 MixConv: Mixed Depthwise ConvolUtional Kernels,2019, In BMVC
 Mnasnet: Platform-AwareNeural Architecture Search for Mobile,2019, In CVPR
 FBNet: Hardware-Aware Efficient ConvNet Designvia Differentiable Neural Architecture Search,2019, In CVPR
 Evaluatingthe search phase of neural architecture search,2020, In ICLR
 A hitting time analysis of stochastic gradientIangevin dynamics,2017, In Conference on Learning Theory
 MultinomialDistribution Learning for Effective Neural Architecture Search,2019, In ICCV
 Learning Transferable Architecturesfor Scalable Image Recognition,2018, In CVPR
