title,year,conference
 Self-supervised learning by cross-modal audio-video clustering,2019, arXiv preprint arXiv:1911
 Supervised learning of probability distributions by neural net-works,1988, In NIPS
 Combining labeled and unlabeled data with co-training,1998, In COLT
 Deep clustering for unsu-pervised learning of visual features,2018, In ECCV
 A simple framework forcontrastive learning of visual representations,2020, arXiv preprint arXiv:2002
 Big self-supervised models are strong semi-supervised learners,2020, arXiv preprint arXiv:2006
 Improved baselines with momentumcontrastive learning,2020, arXiv preprint arXiv:2003
 Pac generalization bounds for co-training,2002, In NIPS
 Imagenet: A large-scalehierarchical image database,2009, In CVPR
 Discriminativeunsupervised feature learning with convolutional neural networks,2014, In NIPS
 Unsupervised representation learning bypredicting image rotations,2018, arXiv preprint arXiv:1803
 Generative adversarial nets,2014, In NIPS
 Noise-contrastive estimation: A new estimation principlefor unnormalized statistical models,2010, In AISTATS
 Dimensionality reduction by learning an invariantmapping,2006, In CVPR
 Dimensionality reduction by learning an invariantmapping,2006, In CVPR
 Deep residual learning for image recog-nition,2016, In CVPR
 Momentum contrast forunsupervised visual representation learning,2020, In CVPR
 Data-efficient image recognition with contrastive predictive coding,2019, arXivpreprint arXiv:1905
 Self-supervised feature learning by learning to spot artifacts,2018, InCVPR
 Supervised contrastive learning,2020, arXiv preprintarXiv:2004
 A co-training approach for multi-view spectral clustering,2011, InICML
 Self-supervised learning for video correspondence flow,2019, arXiv preprintarXiv:1905
 Accelerated learning in layered neural networks,1988, ComplexSystems
 Fine-grainedvisual classification of aircraft,2013, arXiv preprint arXiv:1306
 Analyzing the effectiveness and applicability of co-training,2000, InCIKM
 Unsupervised learning of visual representations by solving jigsawpuzzles,2016, In ECCV
 Boosting self-supervisedlearning via knowledge transfer,2018, In CVPR
 Representation learning with contrastive predic-tive coding,2018, arXiv preprint arXiv:1807
 Contextencoders: Feature learning by inpainting,2016, In CVPR
 Learning representations by back-propagating errors,1986, Nature
 Unsupervised feature learning via non-parametric instance discrimination,2018, In CVPR
 Large batch training of convolutional networks,2017, arXivpreprint arXiv:1708
 Large batch optimization for deeplearning: Training bert in 76 minutes,2019, arXiv preprint arXiv:1904
 S4l: Self-supervised semi-supervised learning,2019, In ICCV
 Colorful image colorization,2016, In ECCV
