title,year,conference
 Hyperprior induced unsupervised disentanglement of latentrepresentations,2019, In AAAI Conference on Artificial Intelligence
 Representation learning: A review and newperspectives,2013, IEEE Trans
 Explicitlydisentangling image content from translation and rotation with spatial-vae,2019, In H
 Self-supervised gans viaauxiliary rotation loss,2019, In IEEE Conference on Computer Vision and Pattern Recognition
 Infogan:Interpretable representation learning by information maximizing generative adversarial nets,2016, InD
 Unsupervised learning of disentangled representationsfrom video,2017, In I
 A framework for the quantitative evaluation ofdisentangled representations,2018, In International Conference on Learning Representations
 Explor-ing the landscape of spatial robustness,1802, In Kamalika Chaudhuri and Ruslan Salakhutdinov (eds
 Unsupervised representation learning bypredicting image rotations,2018, In 6th International Conference on Learning Representations
 Generative adversarial nets,2014, In Z
 beta-vae: Learning basic visual concepts with aconstrained variational framework,2017, In ICLR
 Towards a definition of disentangled representations,2018,	CoRR
 Improving explorabil-ity in variational inference with annealed variational objectives,2018, In S
 Spatial transformernetworks,2015, In C
 Disentangling by factorising,2018, In Jennifer Dy and Andreas Krause(eds
 Buildingmachines that learn and think like people,2017, Behavioral and Brain Sciences
 Deep learning,2015, Nature
 Infogan-cr: Disen-tangling generative adversarial networks with contrastive regularizers,2019, CoRR
 Challenging common assumptions in the unsuper-vised learning of disentangled representations,2019, In International Conference on Machine Learning
 Spectral normalizationfor generative adversarial networks,2018, In International Conference on Learning Representations
 Learning deep disentangled embeddings with the f-statisticloss,2018, In S
 Recent advances in autoencoder-basedrepresentation learning,2018, CoRR
