title,year,conference
 Potential-based shaping in model-basedreinforcement learning,2008, Proceedings of the National Conference on Artificial Intelligence
 OPenAI Gym,2016, pp
 MUlti-objectivization and ensembles of shapings in reinforcement learning,1872, Neurocomputing
 Automatic successive reinforce-ment learning with multiple auxiliary rewards,1045, IJCAI International Joint Conference on ArtificialIntelligence
 Expressing arbitrary reward func-tions as potential-based advice,2015, Proceedings of the National Conference on Artificial Intelligence
 Learning from delayed rewards,0921, Robotics andAutonomous Systems
 Belief reward shaping in reinforcement learning,2018, 32nd AAAIConference on Artificial Intelligence
 Automatic shaping and decomposition of reward functions,2007, ACM InternationalConference Proceeding Series
 Human-level control through deep rein-forcement learning,0028, Nature
 Policy invariance under reward transformations: Theory andapplication to reward shaping,1999, ICML
 Learning to Drive a Bicycle using Reinforcement Learning and Shap-ing,1998, Proceedings of the International Conference on Machine Learning (ICML)
 Reinforcement learning: An introduction,2018, MIT press
 Hybrid reward architecture for reinforcement learning,1049, Advances in Neural InformationProcessing Systems
 On learning intrinsic rewards for policy gradientmethods,1049, Advances in Neural Information Processing Systems
