title,year,conference
 Mxnet: A flexible and efficient machine learning library forheterogeneous distributed systems,2015, arXiv preprint arXiv:1512
 Deep residual learning for imagerecognition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition
 More effective distributed ml via a stale synchronousparallel parameter server,2013, In Advances in neural information processing systems
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Learning multiple layers of features from tiny images,2009, 2009
 Scaling distributed machine learning with the parameterserver,2014, In OSDI
 Communication efficient distributedmachine learning with the parameter server,2014, In Advances in Neural Information Processing Systems
 Asynchronousaccelerated stochastic gradient descent,2016, In IJCAI
 Revisiting distributedsynchronous sgd,2017, arXiv preprint arXiv:1702
 On the momentum term in gradient descent learning algorithms,1999, Neural networks
 Very deep convolutional networks for large-scale imagerecognition,2014, arXiv preprint arXiv:1409
 Going deeper with convolutions,2015, InProceedings of the IEEE conference on computer vision and pattern recognition
 Visualizing and understanding convolutional networks,2014, InEuropean conference on computer vision
