title,year,conference
 Integrating constraints and metric learn-ing in semi-supervised clustering,2004, In Proceedings of the International Conference on Machinelearning
 A constrained latent variable model for corefer-ence resolution,2013, 2013
 Learning and inference withconstraints,2008, In AAAI
 Tractable learning for structured probabil-ity spaces: A case study in learning preference distributions,2015, In Proceedings of 24th InternationalJoint Conference on Artificial Intelligence (IJCAI)
 A differential approach to inference in bayesian networks,0004, J
 Lifted rule injection for relation em-beddings,2016, In Proceedings of the 2016 Conference on Empirical Methods in Natural LanguageProcessing
 Large-scale object classification using label relation graphs,2014, InECCV
 Semantic-based regularization for learningand inference,2017, Artificial Intelligence
 Logic tensor networks for semanticimage interpretation,2017, In International Joint Conference on Artificial Intelligence
 Convolutional networks on graphs for learning molecularfingerprints,2015, In Advances in neural information processing systems
 Hybrid computing using a neural network with dynamic external memory,2016, Nature
 Overview of supervised learning,2009, In Theelements of statistical learning
 Deep residual learning for image recog-nition,2016, In The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Harnessing deep neuralnetworks with logic rules,2016, In ACL
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, In International Conference on Machine Learning
 Elementary information theory,1979, Clarendon Press
 Adam: A method for stochastic optimization,2015, 2015
 Semi-supervisedlearning with deep generative models,2014, In Z
 Probabilistic sentential deci-sion diagrams,2014, In Proceedings of KR
 Learning multiple layers of features from tiny images,2009, 2009
 Imagenet classifcation with deep convo-lutional neural networks,2012, In F
 Imposing hard constraints on deep net-works: Promises and limitations,2017, arXiv preprint arXiv:1706
 Mixed deterministic and probabilistic networks,2008, Annals ofmathematics and artificial intelligence
 Adversarial setsfor regularising neural link predictors,2017, arXiv preprint arXiv:1707
 Distributionalsmoothing with virtual adversarial training,2016, In ICLR
 Modeling exclusion with a differentiable factor graphconstraint,2017, In International Conference on Machine Learning (Workshop Track)
 Compositional vector space modelsfor knowledge base inference,2015, In Proceedings of the 53rd Annual Meeting of the Associationfor Computational Linguistics and the 7th International Joint Conference on Natural LanguageProcessing
 Learning convolutional neural net-works for graphs,2016, In International Conference on Machine Learning
 Semi-supervised learning with ladder networks,2015, In Advances in Neural Information Processing Systems
 Neural programmer-interpreters,2015, arXiv preprintarXiv:1511
 Loopy belief propagation in the presence of determinism,2014, InArtificial Intelligence and Statistics
 Comparing the use of background knowledge byinductive logic programming systems,1995, In Proceedings of ILP
 Label-free supervision of neural networks with physics anddomain knowledge,2017, In AAAI
 Premise selection for theorem proving bydeep graph embedding,2017, arXiv preprint arXiv:1709
 Memory networks,2014, arXiv preprintarXiv:1410
