title,year,conference
 Tensorflow: Large-scale machinelearning on heterogeneous distributed systems,2016, arXiv preprint arXiv:1603
 XcePtion: Deep learning with depthwise separable convolutions,2016, arXiv preprintarXiv:1610
 Highway and residual networks learnunrolled iterative estimation,2017, In ICLR
 Identity mappings in deep residualnetworks,2016, In European Conference on Computer Vision
 Improving neural networks by preventing co-adaptation of feature detectors,2012, arXiv preprintarXiv:1207
 Densely connectedconvolutional networks,2016, arXiv preprint arXiv:1608
 Deep networks withstochastic depth,2016, In European Conference on Computer Vision
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, In International Conference on Machine Learning
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Imagenet classification with deep convo-lutional neural networks,2012, In Advances in neural information processing systems
 Fractalnet: Ultra-deep neural net-works without residuals,2017, In ICLR
 Deeply-Supervised Nets,2014, In Deep
 Network in network,2013, arXiv preprint arXiv:1312
 Readingdigits in natural images with unsupervised feature learning,2011, In NIPS workshop on deep learningand unsupervised feature learning
 Very deep convolutional networks for large-scale imagerecognition,2014, arXiv preprint arXiv:1409
 Striving forsimplicity: The all convolutional net,2014, arXiv preprint arXiv:1412
 Training very deep networks,2015, InAdvances in neural information processing systems
 Highway networks,2015, arXivpreprintarXiv:1505
 Going deeper with convolutions,2015, InProceedings of the IEEE conference on computer vision and pattern recognition
 Rethink-ing the inception architecture for computer vision,2016, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition
 Residual networks behave like ensembles ofrelatively shallow networks,2016, In Advances in Neural Information Processing Systems
 Aggregated residual trans-formations for deep neural networks,2016, arXiv preprint arXiv:1611
 Wide residual networks,2016, arXiv preprintarXiv:1605
