title,year,conference
 In Burges et al,1727, (2013)
 In D,2016, D
 Active longterm memory networks,2016, arXiv preprint arXiv:1606
 Amortized inference in probabilistic reasoning,2014, InProceedings of the Cognitive Science Society
 Online variational bayesian learning,2000, In Slides from talk presentedat NIPS workshop on Online Learning
 Understanding the difficulty of training deep feedforward neuralnetworks,2010, In Aistats
 Generative adversarial nets,2014, In Advances in neuralinformation processing systems
 Distilling the knowledge in a neural network,2015, stat
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, arXiv preprint arXiv:1502
 An invariant form for the prior probability in estimation problems,1946, In Proceedingsof the Royal Society of London a: mathematical
 Adam: A method for stochastic optimization,2015, 2015
 Auto-encoding variational bayes,2014, ICLR
 MNIST handwritten digit database,2010, 2010
 Learning without forgetting,2016, In European Conference on ComputerVision
 Unifying distillation and privilegedinformation,2016, In International Conference on Learning Representations
 The concrete distribution: A continuousrelaxation of discrete random variables,2016, arXiv preprint arXiv:1611
 Catastrophic interference in connectionist networks: Thesequential learning problem,1989, Psychology of learning and motivation
 The population posterior and bayesianmodeling on streams,2015, In Advances in Neural Information Processing Systems
 Machine learning: a probabilistic perspective,2012, MIT press
 Readingdigits in natural images with unsupervised feature learning,2011, In NIPS workshop on deep learningand unsupervised feature learning
 Progressive neural networks,2016, arXiv preprintarXiv:1606
 Vc dimension of neural networks,1998, NATO ASI Series F Computer and SystemsSciences
 Streaming variational inference for bayesiannonparametric mixture models,2015, In Artificial Intelligence and Statistics
