title,year,conference
 A distributional perspective on reinforcementlearning,2017, In ICML
 A compositionalobject-based approach to learning physical dynamics,2016, arXiv preprint arXiv:1612
 Towards deep symbolic reinforcementlearning,2016, arXiv preprint arXiv:1609
 Categorical reparameterization with gumbel-softmax,2017, InInternational Conference on Learning Representations
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Auto-encoding variational bayes,2014, In ICLR
 Fully convolutional networks for semantic seg-mentation,2015, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 The concrete distribution: A continuous re-laxation of discrete random variables,2017, In International Conference on Learning Representations
 Asynchronous methods for deep reinforcementlearning,2016, In International Conference on Machine Learning
 Stochastic backpropagation andapproximate inference in deep generative models,2014, In ICML
 A simple neural network module for relational reasoning,2017, arXivpreprint arXiv:1706
 Label-free supervision of neural networks with physics anddomain knowledge,2017, In AAAI
 Doubly stochastic variational bayes for non-conjugateinference,2014, In ICML
 Visual interaction networks,2017, arXiv preprint arXiv:1706
