title,year,conference
 Analyzing inverse problemswith invertible neural networks,2019, In ICLR
 The option-critic architecture,2017, In AAAI
 Learn-ing action representations for reinforcement learning,2019, In ICML
 Feudal reinforcement learning,1992, In NIPS
 The MAXQ method for hierarchical reinforcement learning,1998, In ICML
 Density estimation using real NVP,2017, InICLR
 Rl2: Fastreinforcement learning via slow reinforcement learning,2016, arXiv preprint arXiv:1611
 Model-agnostic meta-learning for fast adaptationof deep networks,2017, arXiv preprint arXiv:1703
 Guided cost learning: Deep inverse optimal controlvia policy optimization,2017, In International Conference on Machine Learning (ICML)
 One-shot visual imita-tion learning via meta-learning,2017, Conference on Robot Learning (CoRL)
 Stochastic neural networks for hierarchical rein-forcement learning,2017, In ICLR
 Deep predictive policy train-ing using reinforcement learning,2017, In International Conference on Intelligent Robots and Systems
 Data-efficient visuomotor policy training using reinforcement learning and generative models,2020, CoRR
 Relay policylearning: Solving long-horizon tasks via imitation and reinforcement learning,2019, In Leslie PackKaelbling
 Reinforcement learning withdeep energy-based policies,2017, In International Conference on Machine Learning (ICML)
 Latent space policies forhierarchical reinforcement learning,2018, In Jennifer G
 Soft actor-critic algo-rithms and applications,2018, Technical report
 Affordance learning for end-to-end visuomotor robot control,2019, In IROS
 Learning and transfer of modulated locomotor controllers,2016, CoRR
 Learning from demonstrations for real world reinforcement learning,2017, CoRR
 beta-vae: Learning basic visual concepts with aconstrained variational framework,2017, In ICLR
 DARLA: improving zero-shottransfer in reinforcement learning,2017, In ICML
 Generative adversarial imitation learning,2016, In Advances in NeuralInformation Processing Systems (NIPS)
 Neural task graphs: Generalizing to unseen tasks from a single video demon-stration,2018, 2018
 Continuous relaxation of symbolic planner for one-shot imitation learning,2019, In IROS
 Verifiably safe exploration for end-to-end reinforcement learning,2020,	CoRR
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, In ICML
 Task-embedded control networks forfew-shot imitation learning,2018, arXiv preprint arXiv:1810
 Residual reinforcement learning forrobot control,2019, In ICRA
 Adam: A method for stochastic optimization,2015, In InternationalConference for Learning Representations (ICLR)
 Auto-encoding variational bayes,2014, In Yoshua Bengio andYann LeCun (eds
 Compile: Compositional imitation learningand execution,2019, In Kamalika Chaudhuri and Ruslan Salakhutdinov (eds
 Robot motor skill coordination withem-based reinforcement learning,2010, In IROS
 DDCO: discovery of deep continuousoptions for robot learning from demonstrations,2017, In CoRL
 Hierarchical deepreinforcement learning: Integrating temporal abstraction and intrinsic motivation,2016, In Advances inNeural Information Processing Systems
 Stabilizing off-policyq-learning via bootstrapping error reduction,2019, In NeurIPS
 Data-efficientgeneralization of robot skills with contextual policy search,2013, In AAAI
 Infogail: Interpretable imitation learning from visualdemonstrations,2017, In Advances in Neural Information Processing Systems
 Learning latent plans from play,2019, In Conference on Robot Learning
 Meta-learning with temporalconvolutions,2017, arXiv:1707
 Data-efficient hierarchical reinforce-ment learning,2018, In Samy Bengio
 Over-coming exploration in reinforcement learning with demonstrations,2018, In ICRA
 Accelerating online reinforcementlearning with offline datasets,2020, CoRR
 One-shot high-fidelityimitation: Training large-scale deep nets with rl,2018, arXiv preprint arXiv:1810
 Reinforcement learning with hierarchies of machines,1997, In Advancesin Neural Information Processing Systems
 Learning and generalizationof motor skills by learning from demonstration,2009, In International Conference on Robotics andAutomation (ICRA)
 Deepmimic: example-guided deep reinforcement learning of physics-based character skills,2018, ACM Trans
 MCP: learningcomposable hierarchical control with multiplicative compositional policies,2019, In NeurIPS
 Policy gradient methods for robotics,2006, In IROS
 Alvinn: An autonomous land vehicle in a neural network,1989, In Neural InformationProcessing Systems (NIPS)
 Learning complex dexterous manipulation with deep reinforcementlearning and demonstrations,2018, In Robotics: Science and Systems
 Efficient off-policymeta-reinforcement learning via probabilistic context variables,2019, In ICML
 Imitation learning for locomotionand manipulation,2007, In International Conference on Humanoid Robots
 Learning from demonstration,1996, In Michael Mozer
 Computational approaches to motor learning byimitation,2003, Philosophical Transactions of the Royal Society of London B: Biological Sciences
 Discovering motor programsby recomposing demonstrations,2020, In ICLR
 Neural discrete representation learn-ing,2017, In NeurIPS
 Leveraging demon-strations for deep reinforcement learning on robotics problems with sparse rewards,2017, CoRR
 Improvisation through physical under-standing: Using novel objects as tools with visual foresight,2019, In Robotics: Science and Systems
 One-shot imitation from observing humans via domain-adaptive meta-learning,2018, Robotics:Science and Systems (RSS)
 Deep im-itation learning for complex manipulation tasks from virtual reality teleoperation,2017, arXiv preprintarXiv:1710
 Varibad: A very good method for bayes-adaptive deep RL via meta-learning,2020, In ICLR
