title,year,conference
 “Robust estimation of a location parameter”,1992, In: Breakthroughs in statistics
 Introduction to reinforcement learning,1998, Vol
 “Delving deep into rectifiers: Surpassing human-level performance on imagenetclassification”,1026, In: Proceedings of the IEEE international conference on computer vision
 “Adam: A Method for Stochastic Optimization”,2015, In: 3rd InternationalConference on Learning Representations
 “Trust region policy optimization”,1889, In: International conference on machinelearning
 “Continuous control with deep reinforcement learning”,2016, In: InternationalConference on Learning Representations
 “Asynchronous methods for deep reinforcement learning”,1928, In: Internationalconference on machine learning
 “IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-LearnerArchitectures”,1406, In: International Conference on Machine Learning
 “Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learningwith a Stochastic Actor”,1861, In: International Conference on Machine Learning
 “Are gans created equal? a large-scale study”,2018, In: Advances in neural informationprocessing systems
 “Implementation Matters in Deep RL: A Case Study on PPO and TRPO”,2019, In:International Conference on Learning Representations
