title,year,conference
 An introduction to propensity score methods for reducing the effects of confoundingin observational studies,2011, Multivariate Behavioral Research
 Representation learning: A review and newperspectives,2013, IEEE TPAMI
 The offset tree for learning with partial labels,2009, In ACMSIGKDD
 Counterfactual reasoning andlearning systems: The example of computational advertising,2013, JMLR
 Akernel two-sample test,2012, JMLR
 Learning representations for counterfactualinference,2016, In ICML
 Treatment effect estimationwith data-driven variable decomposition,2017, In AAAI
 Causaleffect inference with deep latent-variable models,2017, In NeurIPS
 Domain adaptation: Learning boundsand algorithms,2009, arXiv preprint arXiv:0902
 The central role of the propensity score in observationalstudies for causal effects,1983, Biometrika
 Estimating individual treatment effect: General-ization bounds and algorithms,2017, In ICML
 Batch learning from logged bandit feedback throughcounterfactual risk minimization,2015, JMLR
 Counterfactual risk minimization: Learning from loggedbandit feedback,2015, In ICML
 Representation learningfor treatment effect estimation from observational data,2018, In NeurIPS
