title,year,conference
 Weight uncertainty inneural networks,2015, arXiv preprint arXiv:1505
 Large-scale machine learning with stochastic gradient descent,2010, In Proceedings ofCOMPSTAT’2010
 ImageNet: A Large-Scale HierarchicalImage Database,2009, In CVPR
 Dropout as a bayesian approximation: Representing modeluncertainty in deep learning,2016, In ICML
 Practical variational inference for neural networks,2011, In NIPS
 On calibration of modern neuralnetworks,2017, In ICML
 Deep residual learning for imagerecognition,2016, In CVPR
 Bayesian inference for large scale image classification,2019, arXivpreprint arXiv:1908
 To trust or not to trust a classifier,2018, InNIPS
 Auto-encoding variational bayes,2013, arXiv preprintarXiv:1312
 Simple and scalable predictiveuncertainty estimation using deep ensembles,2017, In NIPS
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 In Search of the Real Inductive Bias: Onthe Role of Implicit Regularization in Deep Learning,2014, arXiv:1412
 Deep neural networks are easily fooled: Highconfidence predictions for unrecognizable images,2014, arXiv:1412
 Tadam: Task dependent adaptivemetric for improved few-shot learning,2018, In NIPS
 Optimization as a model for few-shot learning,2016, 2016
 Modeling uncertainty bylearning a hierarchy of deep neural connections,2019, arXiv preprint arXiv:1905
 Very deep convolutional networks for large-scale imagerecognition,2014, arXiv preprint arXiv:1409
 Prototypical networks for few-shot learning,2017, In NIPS
 On the importance of initializationand momentum in deep learning,2013, In ICML
 Rethinkingthe inception architecture for computer vision,2016, In CVPR
 Adaptive cross-modalfew-shot learning,2019, arXiv preprint arXiv:1902
 mixup: Beyond empiricalrisk minimization,2017, arXiv preprint arXiv:1710
