title,year,conference
 Neural machine translation by jointlylearning to align and translate,2015, In Proceedings of ICLR Conference Track
 Group equivariant convolutional networks,2016, In International conferenceon machine learning
 CNNs found to jump around more skillfully than RNNs: Com-positional generalization in seq2seq convolutional networks,2019, arXiv preprint arXiv:1905
 Meta-learning probabilistic inference for prediction,2018, arXiv preprint arXiv:1805
 Towards a definition of disentangled representations,2018, arXiv preprintarXiv:1812
 Long short-term memory,1997, Neural computation
 Adam: A method for stochastic optimization,2015, In In InternationalConference on Learning Representations (ICLR)
 Group theoretical methods in machine learning,2008, Columbia University
 On the generalization of equivariance and convolution in neuralnetworks to the action of compact groups,2018, arXiv preprint arXiv:1802
 Compositional generalization through meta sequence-to-sequence learning,2019, arXivpreprint arXiv:1906
 Generalization without systematicity: On the compositionalskills of sequence-to-sequence recurrent networks,2018, In Proceedings of the 35th InternationalConference on Machine Learning
 Rearranging the familiar: Testing compositionalgeneralization in recurrent networks,2018, pp
 Effective approaches to attention-basedneural machine translation,2015, arXiv preprint arXiv:1508
 AutoShuffleNet: Learning permutationmatrices via an exact lipschitz continuous penalty in deep convolutional neural networks,2019, arXivpreprint arXiv:1901
 Part-Of-SPeeCh tagging using decision trees,1998, In EuropeanConference on Machine Learning
 Compositional generalization in a deep seq2seqmodel by separating syntax and semantics,2019, arXiv preprint arXiv:1904
 Attention is all you need,2017, In Advances in neural informationprocessing systems
 Learning steerable filters for rotationequivariant cnns,2018, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 A learning algorithm for continually running fully recurrentneural networks,1989, Neural computation
