title,year,conference
 A survey of robot learning fromdemonstration,2009, Robotics and autonomous Systems
 Guided cost learning: Deep inverse optimal control via policyoptimization,2016, In International Conference on Machine Learning
 Learning robust rewards with adversarial inverse reinforcementlearning,2017, arXiv preprint arXiv:1710
 Reinforcement learning from imperfectdemonstrations,2018, arXiv preprint arXiv:1802
 Recurrent world models facilitate policy evolution,2018, arXiv preprintarXiv:1809
 Reinforcement learning with deep energy-based policies,2017, arXiv preprint arXiv:1702
 Soft actor-critic: Off-policy maximumentropy deep reinforcement learning with a stochastic actor,2018, arXiv preprint arXiv:1801
 Deep q-learning from demonstrations,2017, arXiv preprintarXiv:1704
 Generative adversarial imitation learning,2016, In Advances in Neural InformationProcessing Systems
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Reinforcement learning and control as probabilistic inference: Tutorial and review,2018, arXivpreprint arXiv:1805
 Human-level control through deepreinforcement learning,2015, Nature
 Algorithms for inverse reinforcement learning,2000, In Icml
 Sample efficient imitation learning for continuouscontrol,2019, In International Conference on Learning Representations
 Random expert distillation: Imitationlearning via expert policy support estimation,2019, arXiv preprint arXiv:1905
 Maximum entropy deep inverse reinforcement learn-ing,2015, arXiv preprint arXiv:1507
 Modeling interaction via the principle of maximumcausal entropy,2010, In Proceedings of the 27th International Conference on International Conference on MachineLearning
