title,year,conference
 Banach wasserstein GAN,2018, In Advances in Neural Information ProcessingSystems 31: Annual Conference on Neural Information Processing Systems 2018
 Sorting out lipschitz function approximation,2019, In Proceedingsof the 36th International Conference on Machine Learning
 Wasserstein generative adversarial networks,2017, In Proceedingsof the 34th International Conference on Machine Learning
 Large scale GAN training for high fidelity naturalimage synthesis,2019, In 7th International Conference on Learning Representations
 Wasserstein of wasserstein loss for learning generativemodels,2019, In Proceedings of the 36th International Conference on Machine Learning
 Batch normalization is a causeof adversarial vulnerability,2019, CoRR
 Primal-dual wasserstein GAN,2018, CoRR
 Generative adversarial nets,2014, In Advances in Neural Information ProcessingSystems 27: Annual Conference on Neural Information Processing Systems 2014
 Explaining and harnessing adversarial examples,2015, In 3rdInternational Conference on Learning Representations
 Regularisation of neural networks by enforcinglipschitz continuity,2018, CoRR
 Ganstrained by a two time-scale update rule converge to a local nash equilibrium,2016, InAdvances in Neural Information Processing Systems 30: Annual Conference onNeural Information Processing Systems 2017
 The Theory of Matrices in Numerical Analysis,1964, A Blaisdell book in pure and appliedsciences : introduction to higher mathematics
 Adam: A method for stochastic optimization,2015, In 3rd International Conferenceon Learning Representations
 Spectral normalization for generative adversarialnetworks,2018, In 6th International Conference on Learning Representations
 Virtual adversarial training: A regularization methodfor supervised and semi-supervised learning,2019, IEEE Trans
 On the regularization of wasserstein gans,2018, In 6thInternational Conference on Learning Representations
 Improvedtechniques for training gans,2016, In Advances in Neural Information Processing Systems 29:Annual Conference on Neural Information Processing Systems 2016
 Improving the improved training of wasserstein gans: Aconsistency term and its dual effect,2018, In 6th International Conference on Learning Representations
 Wasserstein adversarial examples via projected sinkhorniterations,2019, In Proceedings of the 36th International Conference on Machine Learning
 An empirical studyon evaluation metrics of generative adversarial networks,2018, CoRR
 Towards efficient and unbiased implementation oflipschitz continuity in gans,2019, CoRR
