title,year,conference
 When is multitask learning effective? semantic Se-quence prediction under varying data conditions,2016, arXiv preprint arXiv:1612
 An algorithm for transfer learning in aheterogeneous environment,2008, In Joint European Conference on Machine Learning and KnowledgeDiscovery in Databases
 Matrix completionand related problems via strong duality,2018, In 9th Innovations in Theoretical Computer ScienceConference (ITCS 2018)
 Benign ovefitting in linearregression,2020, Proceedings of the National Academy of Sciences
 Reconciling modern machine-learning practice and the classical bias-variance trade-off,2019, Proceedings of the National Academyof Sciences
 A theory of learning from different domains,2010, Machine learning
 Identifying beneficial task relations for multi-task learning indeep neural networks,2017, arXiv preprint arXiv:1702
 Domain adaptation with structural correspon-dence learning,2006, In Proceedings of the 2006 conference on empirical methods in natural languageprocessing
 Bert: Pre-training of deepbidirectional transformers for language understanding,2018, arXiv preprint arXiv:1810
 Gradient de-scent learns one-hidden-layer cnn: Don’t be afraid of spurious local minima,2017, arXiv preprintarXiv:1712
 Dissimilarity-based sparse subset selec-tion,2015, IEEE transactions on pattern analysis and machine intelligence
 Regularized multi-task learning,2004, In Proceedingsof the tenth ACM SIGKDD international conference on Knowledge discovery and data mining
 Unsupervised visual do-main adaptation using subspace alignment,2013, In Proceedings of the IEEE international conferenceon computer vision
 Autosem: Automatic task selection and mixingin multi-task learning,2019, arXiv preprint arXiv:1904
 Mining and summarizing customer reviews,2004, In Proceedings of thetenth ACM SIGKDD international conference on Knowledge discovery and data mining
 Provable guarantees for gradient-based meta-learning,2019, arXiv preprint arXiv:1902
 Convolutional neural networks for sentence classification,2014, arXiv preprintarXiv:1408
 Meta-learning formixed linear regression,2020, arXiv preprint arXiv:2002
 An introduction to domain adaptation and transfer learning,2018, arXiv preprintarXiv:1812
 Simple recurrent units for highly par-allelizable recurrence,2018, In Proceedings of the 2018 Conference on Empirical Methods in NaturalLanguage Processing
 Efficient multi-domain learning by covariance normaliza-tion,2019, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Multi-task deep neural networksfor natural language understanding,2019, arXiv preprint arXiv:1901
 Roberta: A robustly optimized bert pretrainingapproach,2019, arXiv preprint arXiv:1907
 Transfer learning using kolmogorov complexity: Basic theory andempirical evaluations,2008, In Advances in neural information processing systems
 Cross-stitch networks formulti-task learning,2016, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 Joint covariate selection and joint subspaceselection for multiple classification problems,2010, Statistics and Computing
 A survey on transfer learning,2009, IEEE Transactions on knowledgeand data engineering
 A sentimental education: Sentiment analysis using subjectivity summa-rization based on minimum cuts,2004, In Proceedings of the 42nd annual meeting on Association forComputational Linguistics
 Multi-task and lifelong learning of kernels,2015, In InternationalConference on Algorithmic Learning Theory
 Curriculum learning of multi-ple tasks,2015, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Chexnet: Radiologist-level pneumo-nia detection on chest x-rays with deep learning,2017, arXiv preprint arXiv:1711
 An overview of multi-task learning in deep neural networks,2017, arXiv preprintarXiv:1706
 An introduction to matrix concentration inequalities,2015, Foundations and TrendsRin Machine Learning
 Glue:A multi-task benchmark and analysis platform for natural language understanding,2018, In Proceedingsof the 2018 EMNLP Workshop BlackboxNLP: Analyzing and Interpreting Neural Networks forNLP
 Multi-task learning forsubspace segmentation,2015, 2015
 Recovery guarantees forquadratic tensors with limited observations,2019, In International Conference on Artificial Intelligenceand Statistics (AISTATS)
 A survey on multi-task learning,2017, arXiv preprint arXiv:1707
 A regularization approach to learning task relationships in multitasklearning,2014, ACM Transactions on Knowledge Discovery from Data (TKDD)
 Bridging theory and algorithmfor domain adaptation,2019, arXiv preprint arXiv:1904
