title,year,conference
 Spectral graph theory,1996, American Mathematical Society
 Diversity is all you need:Learning skills without a reward function,2019, In Proceedings of the Seventh International Conferenceon Learning Representations
 Thetermination critic,2019, arXiv preprint arXiv:1902
 Findingoptions that minimize planning time,2019, In Proceedings of the 36th international conference onMachine learning
 Discovering options for exploration byminimizing cover time,2019, In Proceedings of the 36th International Conference on Machine learning
 Skill discovery in continuous reinforcement learning domainsusing skill chaining,2009, In Proceedings of the 22nd Conference on Advances in Neural InformationProcessing Systems
 A Laplacian framework for optiondiscovery in reinforcement learning,2017, In Proceedings of the 34th International Conference onMachine Learning
 Eigenoption discovery through the deep successor representation,2018, In Proceedings of theSixth International Conference on Learning Representations
 Automatic discovery of subgoals in reinforcement learningusing diverse density,2001, In Proceedings of the 18th International Conference on Machine Learning
 Q-cut - dynamic discovery of sub-goals inreinforcement learning,2002, In Proceedings of the 13th European Conference on Machine Learning
 Data-efficient hierarchicalreinforcement learning,2018, In Proceedings of the 32nd International Conference on Neural InformationProcessing Systems
 Identifying useful subgoals in reinforcementlearning by local graph partitioning,2005, In Proceedings of the 22nd international conference onMachine learning
 Learning options in reinforcement learning,2002, In InternationalSymposium on abstraction
 Reinforcement Learning: An Introduction,1998, MIT Press
 Deep reinforcement learning with double Q-learning,2016, In Proceedings of the Thirtieth AAAI Conference on Artificial Intelligence
 The Laplacian in RL: Learning representations withefficient approximations,2019, In Proceedings of the Seventh International Conference on LearningRepresentations
