title,year,conference
 Control-oriented learning of lagrangianand hamiltonian systems,2018, In 2018 Annual American Control Conference (ACC)
 A convergence theory for deep learning via over-parameterization,2019, In Kamalika Chaudhuri and Ruslan Salakhutdinov (eds
 Verifiable reinforcement learning via policyextraction,2018, In Advances in Neural Information Processing Systems
 Program synthesis for character level languagemodeling,2017, In ICLR
 Making neural programming architectures generalizevia recursion,2017, In 5th International Conference on Learning Representations
 Unsupervised learning by programsynthesis,2015, In Advances in neural information processing systems
 Human-level concept learningthrough probabilistic program induction,2015, Science
 Guided policy search,2013, In International Conference on MachineLearning
 Learning finite-statecontrollers for partially observable environments,1999, In Proceedings of the Fifteenth conference onUncertainty in artificial intelligence
 Reinforcement learning With hierarchies of machines,1998, In Advancesin neural information processing systems
 Bounded finite state controllers,2004, In Advances in neural informationprocessing systems
 ToWards gen-eralization and simPlicity in continuous control,2017, In Advances in Neural Information ProcessingSystems
 Houdini:Lifelong learning as program synthesis,2018, In Advances in Neural Information Processing Systems
 Imitation-projected policygradient for programmatic reinforcement learning,2019, CoRR
 Learning neurosymbolic generative models viaprogram synthesis,2019, In International Conference on Machine Learning
 An inductive synthesis frameworkfor verifiable reinforcement learning,2019, In Proceedings of the 40th ACM SIGPLAN Conference onProgramming Language Design and Implementation
