title,year,conference
 Placeto: Efficient progressive device placement optimization,2018, In Workshop on ML forSystems at NeurIPS 2018
 Placeto: Learning generalizable device placement algorithms for distributedmachine learning,2019, In Proceedings of NeurIPS ’19
 Emergence of scaling in random networks,1999, science
 Learningto superoptimize programs,2017, In International Conference on Learning Representations
 Mxnet: A flexible and efficient machine learning library forheterogeneous distributed systems,2015, arXiv preprint arXiv:1512
 Tvm:An automated end-to-end optimizing compiler for deep learning,2018, In OSDI 2018
 Learning to optimize tensor programs,2018, In Neural InformationProcessing Systems 2018
 Combinatorial multi-armed bandit: General frameworkand applications,2013, In Proceedings of the 30th International Conference on Machine Learning
 On the evolution of random graphs,1960, Publ
 Parallel scheduling oftask trees with limited memory,2015, ACM Trans
 Neuralmessage passing for quantum chemistry,2017, arXiv preprint arXiv:1704
 Long short-term memory,1997, Neural computation
 Stochastic blockmodels: Firststeps,1983, Social networks
 Beyond data and model parallelism for deep neuralnetworks,2018, CoRR
 Static scheduling algorithms for allocating directed task graphsto multiprocessors,0360, ACM Comput
 Gated graph sequence neuralnetworks,2015, arXiv preprint arXiv:1511
 Combinatorial optimization with graph con-volutional networks and guided tree search,2018, In S
 Learning scheduling algorithms for data processing clusters,2019, In Proceedings of theACM Special Interest Group on Data Communication
 Device placement optimizationwith reinforcement learning,2017, In Proceedings of the 34th International Conference on MachineLearning
 A hierarchi-cal model for device placement,2018, In International Conference on Learning Representations
 On the difficulty of training recurrent neuralnetworks,2013, In International Conference on Machine Learning
 Automatic differentiation inpytorch,2017, 2017
 Thegraph neural network model,2009, IEEE Transactions on Neural Networks
 Stochastic superoptimization,2013, 2013
 Mastering thegame of go without human knowledge,2017, Nature
 Collective dynamics of ‘small-world’networks,1998, nature
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Mach
 Xla - tensorflow compiled,2017, post in the google developersblog
 Dynamic control flow in large-scale machinelearning,2018, CoRR
