title,year,conference
 Combining differentiablePDE solvers and graph neural networks for fluid flow prediction,2020, In Proceedings of the 37thInternational Conference on Machine Learning ICML 2020
 Parameterization of physical processes | turbulence and mixing,2003, In James R
 Predic-tion of aerodynamic flow fields using convolutional neural networks,2019, Computational Mechanics
 Two-dimensional turbulence,2012, Annual Review of Fluid Mechanics
 Two-dimensional turbulence,2012, Annual Review of Fluid Mechanics
 Astrophysical turbulence modeling,2011, Reports on Progress inPhysics
 Turbulence in astrophysics: Stars,1998, Annual Review ofFluid Mechanics
 Data-driven discoveryof coordinates and governing equations,0027, Proceedings of the National Academy of Sciences
 Neural ordinary differentialequations,2018, arXiv preprint arXiv:1806
 Wing rotation and the aerodynamicbasis of insect flight,1999, Science
 Turbulence modeling in the ageof data,1545, Annual Review of Fluid Mechanics
 Clustered supernovae drive powerfulgalactic winds after superbubble breakout,2018, Monthly Notices of the Royal Astronomical Society
 Multiphase gas andthe fractal nature of radiative turbulent mixing layers,2041, The Astrophysical Journal
 First Results from SMAUG:Uncovering the Origin of the Multiphase Circumgalactic Medium with a Comparative Analysis ofIdealized and Cosmological Simulations,2020, The Astrophysical Journal
 Subspace neu-ral physics: Fast data-driven interactive simulation,2019, In Proceedings of the 18th annual ACMSIGGRAPH/Eurographics SymPosium on Computer Animation
 The millennium grand challenge in mathematics,2006, Notices ofthe AMS
 Deep fluids: A generative network for parameterized fluid simulations,2018, CoRR
 The Local Structure of Turbulence in Incompressible Viscous Fluid for Very LargeReynolds’ Numbers,1941, Akademiia Nauk SSSR Doklady
 Diffusion-Induced Chaos in Reaction Systems,0375, Progress of Theoretical PhysicsSupplement
 Data-driven fluid simulations using regression forests,2015, ACM Trans
 Fader networks: Manipulating images by sliding attributes,2017, arXiv preprintarXiv:1706
 Multipole graph neural operator for parametric partial differentialequations,2020, arXiv preprint arXiv:2006
 Deep learning for universal linear embeddingsof nonlinear dynamics,2041, Nature Communications
 Numerical Simulation of Three-Dimensional Homo-geneous Isotropic Turbulence,1972, Physical Review Letters
 Learning mesh-basedsimulation with graph networks,2021, In International Conference on Learning Representations
 Turbulent Flows,2000, Cambridge Univ
 Turbulence forecasting via neural ode,2019, arXiv preprint arXiv:1911
 U-net: Convolutional networks for biomedicalimage segmentation,2015, In International Conference on Medical image computing and computer-assisted intervention
 Human red blood cell hemolysis in a turbulent shear flow:Contribution of reynolds shear stresses,1984, Biorheology
 Graph networks as learnable physics engines for inference andcontrol,2018, In International Conference on Machine Learning
 Learning to simulate complex physics with graph networks,2020, In International Conferenceon Machine Learning
 Nonlinear analysis of hydrodynamic instability in laminar flames—i,0094, derivation ofbasic equations
 A molecular dynamics simulation of the turbulent couette minimal flow unit,2015, Physics ofFluids
 The athena++ adaptivemesh refinement framework: Design and magnetohydrodynamic solvers,1538, The AstrophysicalJournal Supplement Series
 Deep learning methods forreynolds-averaged navier-stokes simulations of airfoil flows,2020, AIAA Journal
 Accelerating eulerianfluid simulation with convolutional networks,2016, CoRR
 Liquid splash modeling with neural networks,2018, InComputer Graphics Forum
 Lagrangian fluid simulationwith continuous convolutions,2020, In International Conference on Learning Representations
 Latent space physics: Towards learning thetemporal evolution of fluid flow,2019, In Computer Graphics Forum
 Feature denoisingfor improving adversarial robustness,2019, In Proceedings of the IEEE/CVF Conference on ComputerVision and Pattern Recognition
