title,year,conference
 Neural machine translation by jointly learning toalign and translate,2014, arXiv preprint arXiv:1409
 Soft-nms-improving object detection withone line of code,2017, In Proceedings of the IEEE International Conference on Computer Vision
 Cascade r-cnn: Delving into high quality object detection,2018, In Proceedingsof the IEEE Conference on Computer Vision and Pattern Recognition
 Decision transformer: Reinforcement learning via sequence modeling,2021, arXivpreprint arXiv:2106
 A simple framework for contrastivelearning of visual representations,2020, In International Conference on Machine Learning
 Big self-supervisedmodels are strong semi-supervised learners,2020, Advances in Neural Information Processing Systems
 ELECTRA: Pre-training textencoders as discriminators rather than generators,2020, In ICLR
 Bert: Pre-training of deep bidirectionaltransformers for language understanding,2018, arXiv preprint arXiv:1810
 An image is worth 16x16 words:Transformers for image recognition at scale,2020, In International Conference on Learning Representations
 Scalable object detection usingdeep neural networks,2014, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Rich feature hierarchies for accurate objectdetection and semantic segmentation,2014, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 Generative adversarial nets,2014, Advances in Neural Information ProcessingSystems
 Noise-contrastive estimation: A new estimation principle for Unnormal-ized statistical models,2010, In Proceedings of the thirteenth International Conference on artificial intelligenceand statistics
 Deep residUal learning for image recognition,2016, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Mask r-cnn,2017, In Proceedings of the IEEEInternational Conference on Computer Vision
 AUgment yoUr batch:Improving generalization throUgh instance repetition,2020, In Proceedings of the IEEE/CVF Conference onComputer Vision and Pattern Recognition
 Some improvements on deep convolUtional neUral network based image classification,2013, arXivpreprint arXiv:1312
 MUsic transformer,2018, arXivpreprint arXiv:1809
 Retina U-net: Embarrassingly simple exploitation of segmentationsUpervision for medical object detection,2020, In Machine Learning for Health Workshop
 Deep visUal-semantic alignments for generating image descriptions,2015, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Adam: A method for stochastic optimization,2014, arXiv preprint arXiv:1412
 Imagenet classification with deep convolUtional neUralnetworks,2012, Advances in Neural Information Processing Systems
 The open images dataset v4,2020, InternationalJournal of Computer Vision
 Backpropagation applied to handwritten zip code recognition,1989, Neural computation
 Microsoft coco: Common objects in context,2014, In European Conference on ComputerVision
 Featurepyramid networks for object detection,2017, In Proceedings of the IEEE Conference on Computer Vision andpattern recognition
 Ssd: Single shot multibox detector,2016, In European Conference on Computer Vision
 Decoupled weight decay regularization,2018, In International Conference onLearning Representations
 Improving language understanding bygenerative pre-training,2018, 2018
 Language models areunsupervised multitask learners,2019, OpenAI blog
 Exploring the limits of transfer learning with a unified text-to-text transformer,2019, arXivpreprint arXiv:1910
 Zero-shot text-to-image generation,2021, arXiv preprint arXiv:2102
 End-to-end instance segmentation with recurrent attention,2017, In Proceedingsof the IEEE Conference on Computer Vision and Pattern Recognition
 Faster r-cnn: Towards real-time object detection withregion proposal networks,2015, Advances in Neural Information Processing Systems
 Generalizedintersection over union,2019, June 2019
 Recurrent instance segmentation,2016, In EuropeanConference on Computer Vision
 Deepfruits: A fruitdetection system using deep neural networks,2016, sensors
 Recurrent neural networks for semantic instance segmentation,2017, arXiv preprint arXiv:1712
 End-to-end people detection in crowded scenes,2016, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Sequence to sequence learning with neural networks,2014, In Advancesin Neural Information Processing Systems
 Deep neural networks for object detection,2013, 2013
 Fcos: Fully convolutional one-stage object detection,2019, InProceedings of the IEEE/CVF International Conference on Computer Vision
 Grammar as aforeign language,2015, Advances in Neural Information Processing Systems
 Show and tell: A neural image captiongenerator,2015, In Proceedings of the IEEE Conference on ComPuter Vision and Pattern Recognition
