title,year,conference
 Continuous upper confidence trees withpolynomial exploration - consistency,8188, In Hendrik Blockeel
 Beam monte-carlo tree search,2012, In 2012 IEEE Conferenceon Computational Intelligence and Games (CIG)
 Themathematics of statistical machine translation: Parameter estimation,1993, Computational Linguistics
 A surveyof monte carlo tree search methods,2012, IEEE Transactions on Computational Intelligence and AI inGames
 Efficient Selectivity and Backup Operators in Monte-Carlo Tree Search,2006, In PaoloCiancarini and H
 A formal basis for the heuristic determination ofminimum cost paths,1968, IEEE Transactions on Systems Science and Cybernetics
 The curious case of neural text degenera-tion,2019, CoRR
 Recurrent continuous translation models,2013, In Proceedings ofthe 2013 Conference on Empirical Methods in Natural Language Processing
 Opennmt:Open-source toolkit for neural machine translation,2017, CoRR
 Bandit based monte-carlo planning,2006, In Johannes Furnkranz
 Six challenges for neural machine translation,2017, In Proceedingsof the First Workshop on Neural Machine Translation
 Statistical phrase-based translation,2003, In Proceedingsof the 2003 Human Language Technology Conference of the North American Chapter of theAssociation for Computational Linguistics
 Machine translation decoding beyond beamsearch,2021, CoRR
 Deterministic non-autoregressive neural sequencemodeling by iterative refinement,2018, In Proceedings of the 2018 Conference on Empirical Methodsin Natural Language Processing
 Autoregressivemodeling is misspecified for some sequence distributions,2020, CoRR
 Pretraining the noisy channel model fortask-oriented dialogue,2021, Trans
 Facebookfair’s WMT19 news translation task submission,2019, In Ondrej Bojar
 Minimum error rate training in statistical machine translation,2003, In Proceedings ofthe 41st Annual Meeting of the Association for Computational Linguistics
 Bleu: a method for automaticevaluation of machine translation,2002, In Proceedings of the 40th Annual Meeting of the Association forComputational Linguistics
 A call for clarity in reporting BLEU scores,2018, In Proceedings of the Third Conferenceon Machine Translation: Research Papers
 Neural machine translation of rare words withsubword units,2016, In Proceedings of the 54th Annual Meeting of the Association for ComputationalLinguistics (Volume 1: Long Papers)
 Fast transformer decoding: One write-head is all you need,2019, CoRR
 Minimumrisk training for neural machine translation,2016, In Proceedings of the 54th Annual Meeting of theAssociation for Computational Linguistics (Volume 1: Long Papers)
 Mastering the gameof go with deep neural networks and tree search,2016, Nature
 Sequence to sequence learning with neu-ral networks,2014, In Z
 Attention is all you need,2017, CoRR
 Google’s neuralmachine translation system: Bridging the gap between human and machine translation,2016, CoRR
 Simple and effective noisy channel modeling forneural machine translation,2019, In Kentaro Inui
 The neural noisychannel,2017, In Proceedings of ICLR
