title,year,conference
 TensorFlow: A System for Large-ScaleMachine Learning,2016, In 12th USENIX Symposium on Operating Systems Design and Implementation(OSDI 16)
 Scaling graph neural networks withapproximate pagerank,2020, In Proceedings of the 26th ACM SIGKDD International Conference onKnowledge Discovery & Data Mining (KDD)
 Spectral networks and locallyconnected networks on graphs,2014, In Yoshua Bengio and Yann LeCun (eds
 Stochastic Training of Graph Convolutional Networks with Vari-ance Reduction,2018, In Jennifer Dy and Andreas Krause (eds
 FastGCN: Fast Learning with Graph Convolutional Networksvia Importance Sampling,2018, In Proceedings of the 6th International Conference on LearningRepresentations (ICLR)
 Simple and Deep GraphConvolutional Networks,2020, In Proceedings of the 37th International Conference on MachineLearning (ICML)
 Cluster-GCN: AnEfficient Algorithm for Training Deep and Large Graph Convolutional Networks,2019, In Proceedingsof the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining(KDD)
 Minimal VarianceSampling with Provable Guarantees for Fast Training of Graph Neural Networks,2020, In Proceedingsof the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining(KDD)
 PrincipalNeighbourhood Aggregation for Graph Nets,2020, In Proceedings of the 34th Advances in NeuralInformation Processing Systems (NeurIPS)
 Convolutional Neural Networks onGraphs with Fast Localized Spectral Filtering,2016, In Proceedings of the 30th Advances in NeuralInformation Processing Systems (NIPS)
 Gnnautoscale: Scalable andexpressive graph neural networks via historical embeddings,2021, In Marina Meila and Tong Zhang(eds
 Sign: Scalable inception graph neural networks,2020, In International Conference on MachineLearning (ICML) 2020 Workshop on Graph Representation Learning and Beyond
 Inductive Representation Learning on LargeGraphs,2017, In Proceedings of the 31st Advances in Neural Information Processing Systems (NIPS)
 Open graph benchmark: Datasets for machine learning on graphs,2020, InProceedings of the 34th Advances in Neural Information Processing Systems (NeurIPS)
 Adaptive Sampling Towards Fast GraphRepresentation Learning,2018, In Proceedings of the 32nd Advances in Neural Information ProcessingSystems (NeurIPS)
 Adam: A method for stochastic optimization,2015, In Proceedings ofthe 3rd International Conference on Learning Representations
 Semi-Supervised Classification with Graph ConvolutionalNetworks,2017, In Proceedings of the 5th International Conference on Learning Representations(ICLR)
 Predict then Propagate: GraphNeural Networks meet Personalized PageRank,2019, In Proceedings of the 7th International Conferenceon Learning Representations (ICLR)
 Banditsamplers for training graph neural networks,2020, In Proceedings of the 34th Advances in NeuralInformation Processing Systems (NeurIPS)
 Geom-gcn: Geometricgraph convolutional networks,2020, In Proceedings of the 8th International Conference on LearningRepresentations (ICLR)
 Graph Attention Networks,2018, In Proceedings of the 6th International Conference onLearning Representations (ICLR)
 L2-GCN: Layer-Wise and LearnedEfficient Training of Graph Convolutional Networks,2020, In Proceedings of the IEEE/CVF Conferenceon Computer Vision and Pattern Recognition (CVPR)
 Graph-SAINT: Graph Sampling Based Inductive Learning Method,2020, In Proceedings of the 8th InternationalConference on Learning Representations (ICLR)
 Layer-DependentImportance Sampling for Training Deep and Large Graph Convolutional Networks,2019, In Proceedingsof the 33rd Advances in Neural Information Processing Systems (NeurIPS)
