title,year,conference
 Infinite mixture PrototyPes forfew-shot learning,2019, In ICML
 Learning to learn by gradient descent by gradientdescent,2016, In NeurIPS
 Learning a synaptic learning rule,1991, In IJCNN
 Meta-learning with differen-tiable closed-form solvers,2019, In ICLR
 Variational memory addressingin generative models,2017, In NeurIPS
 Bagging predictors,1996, Machine learning
 Cross-domain few-shot learning with meta fine-tuning,2020, arXiv preprintarXiv:2005
 Metanorm: Learning to normalizefew-shot batches across domains,2021, In ICLR
 Model-agnostic meta-learning for fast adaptation ofdeep networks,2017, In ICML
 Probabilistic model-agnostic meta-learning,2018, In NeurIPS
 Dynamic few-shot visual learning without forgetting,2018, InCVPR
 Recasting gradient-based meta-learning as hierarchical bayes,2018, In ICLR
 A broader study of cross-domain few-shot learning,2020, In ECCV
 Eurosat: A novel datasetand deep learning benchmark for land use and land cover classification,2019, IEEE Journal of SelectedTopics in Applied Earth Observations and Remote Sensing
 Cross attention networkfor few-shot classification,2020, In NeurIPS
 Learning to remember rare events,2017, InICLR
 Auto-encoding variational bayes,2013, arXiv preprintarXiv:1312
 Meta-learning withdifferentiable convex optimization,2019, In CVPR
 Finding task-relevant features for few-shot learning by category traversal,2019, In CVPR
 A simple neural attentive meta-learner,2018, In ICLR
 Using deep learning for image-basedplant disease detection,2016, Frontiers in plant science
 Meta networks,2017, In ICML
 Rapid adaptation withconditionally shifted neurons,2018, In ICML
 Metalearned neuralmemory,2019, In NeurIPS
 On first-order meta-learning algorithms,2018, arXivpreprint arXiv:1803
 Tadam: Task dependent adaptivemetric for improved few-shot learning,2018, In NeurIPS
 Self-training for few-shot transfer across extreme taskdifferences,2020, arXiv preprint arXiv:2010
 Neural episodic control,2017, In ICML
 Adaptive posterior learning: few-shot learning with a surprise-based memory module,2019, In ICLR
 Optimization as a model for few-shot learning,2017, In ICLR
 Imagenet large scale visual recognitionchallenge,2015, IJCV
 Meta-learning with latent embedding optimization,2019, In ICLR
 Meta-learning with memory-augmented neural networks,2016, In ICML
 Prototypical networks for few-shot learning,2017, InNeurIPS
 Meta-transfer learning for few-shotlearning,2019, In CVPR
 Few-shot learning through an informationretrieval lens,2017, arXiv preprint arXiv:1707
 Meta-dataset: A dataset of datasets for learning to learn from few examples,2020, In ICLR
 Cross-domain few-shotclassification via learned feature-wise transformation,2020, arXiv preprint arXiv:2001
 Match-ing networks for one shot learning,2016, NeurIPS
 Cross-domain few-shot classification via adversarial taskaugmentation,2021, arXiv preprint arXiv:2104
 Chestx-ray8: Hospital-scale chest x-ray database and benchmarks on weakly-supervisedclassification and localization of common thorax diseases,2017, In CVPR
 Memory networks,2014, arXiv preprintarXiv:1410
 A bit more bayesian: Domain-invariant learning with uncertainty,2021, In ICML
 Learning to generalize across domains onsingle test samples,2022, In ICLR
 Few-shot learning via embedding adaptationwith set-to-set functions,2020, In CVPR
 Tapnet: Neural network augmented with task-adaptiveprojection for few-shot learning,2019, In ICML
 Prototype completion for few-shotlearning,2021, arXiv preprint arXiv:2108
 Variational few-shotlearning,2019, In ICCV
 Learning tolearn variational semantic memory,2020, In NeurIPS
 Learningto learn kernels with variational random features,2020, In ICML
