title,year,conference
 Heterofl: Computation and communication efficient feder-ated learning for heterogeneous clients,2021, In International Conference on Learning Representations
 You only train once: Loss-conditional training of deepnetworks,2019, In International Conference on Learning Representations
 Differential privacy: A survey of results,2008, In International conference on theory andapplications of models of computation
 Mobile vs,2021, desktop usage in 2020
 Personalized federated learning: A meta-learning approach,2020, In Advances in Neural Information Processing Systems
 Unsupervised domain adaptation by backpropagation,2015, InInternational Conference on Machine Learning
 Explaining and harnessing adversarialexamples,2014, arXiv preprint arXiv:1412
 Delving deep into rectifiers: Surpassinghuman-level performance on imagenet classification,2015, In Proceedings of the IEEE InternationalConference on Computer Vision
 Deep residual learning for imagerecognition,2016, Computer Vision and Pattern Recognition
 Benchmarking neural network robustness to commoncorruptions and perturbations,2018, In International Conference on Learning Representations
 Federated robustness propagation:Sharing adversarial robustness in federated learning,2021, arXiv preprint arXiv:2106
 Learning model-based privacy pro-tection under budget constraints,2021, In Proceedings of the AAAI Conference on Artificial Intelligence
 Multi-scale dense networks for resourceefficient image classification,2018, International Conference on Learning Representations
 A database for handwritten text recognition research,1994, IEEE Transactions on PatternAnalysis and Machine Intelligence
 Federated optimization:distributed opti-mization beyond the datacenter,2015, arXiv:1511
 Learning multiple layers of features from tiny images,2009, Technical report
 Gradient-based learning applied to documentrecognition,1998, Proceedings of the IEEE
 Fedbn: Federated learningon non-iid features via local batch normalization,2020, In International Conference on LearningRepresentations
 Ensemble distillation for robust modelfusion in federated learning,2020, In Advances in Neural Information Processing Systems
 Dynamic deep neural networks: Optimizing accuracy-efficiency trade-offsby selective execution,2018, arXiv:1701
 Readingdigits in natural images with unsupervised feature learning,2011, In NIPS Workshop on Deep Learningand Unsupervised Feature Learning 2011
 A survey on transfer learning,2010, IEEE Transactions on Knowledgeand Data Engineering
 Moment matchingfor multi-source domain adaptation,2019, In Proceedings of the IEEE/CVF International Conference onComputer Vision
 Once-for-all adversarial training: In-situ tradeoff between robustness and accuracy for free,2020, Advances inNeural Information Processing Systems
 Skipnet: Learning dynamicrouting in convolutional networks,2018, ECCV
 Privacy-preservingdeep action recognition: An adversarial learning framework and a new dataset,2020, IEEE Transactionson Pattern Analysis and Machine Intelligence
 Blockdrop: Dynamic inference paths in residual networks,2019, arXiv:1711
 Intriguing properties of adversarial training at scale,2019, InternationalConference on Learning Representations
 A firstlook at deep learning apps on smartphones,2021, arXiv:1812
 Self-distillation: Towards efficient and compactneural networks,2021, IEEE Transactions on Pattern Analysis and Machine Intelligence
 Data-free knowledge distillation for heterogeneousfederated learning,2021, In International Conference on Machine Learning
