title,year,conference
 Zero-costproxies for lightweight nas,2021, In International Conference on Learning Representations
 Accelerating Neural Architecture Search usingPerformance Prediction,2017, In NeurIPS Workshop on Meta-Learning
 Bayesian optimization of combinatorial structures,2018, In InternationalConference on Machine Learning (ICML)
 Understandingand simplifying one-shot architecture search,2018, In International Conference on Machine Learning
 Can weight sharing outperform random architecture search? an investigation withtunas,2020, In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition(CVPR)
 Random search for hyper-parameter optimization,2012, Journal ofMachine Learning Research
 SMASH: One-shot model architecture search throughhypernetworks,2018, In International Conference on Learning Representations
 Xgboost: A scalable tree boosting system,2016, In Proceedings of the 22nd acmsigkdd international conference on knowledge discovery and data mining
 A downsampled variant of imagenet as an alternative tothe cifar datasets,2017, arXiv preprint arXiv:1707
 An empirical study ofassumptions in bayesian optimisation,2020,2020
 Peephole: Predicting network performance before training,2017, arXivpreprint arXiv:1712
 Speeding up automatic hyperparameteroptimization of deep neural networks by extrapolation of learning curves,2015, In IJCAI
 Searching for a robust neural architecture in four gpu hours,2019, In Proceedings ofthe IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Nas-bench-102: Extending the scope of reproducible neural architecturesearch,2020, In International Conference on Learning Representations (ICLR)
 Nats-bench: Benchmarking nasalgorithms for architecture topology and size,2021, IEEE transactions on pattern analysis and machineintelligence
 Ngboost: Naturalgradient boosting for probabilistic prediction,2020, In Proceedings of Machine Learning and Systems2020
 Benchmarking graph neuralnetworks,2020, arXiv preprint arXiv:2003
 Efficient bench-marking of hyperparameter optimizers via surrogates,2015, In AAAI
 A fair comparison of graph neural networks forgraph classification,2020, In International Conference on Learning Representations (ICLR)
 BOHB: Robust and efficient hyperparameter optimization atscale,2018, In Proceedings of the 35th International Conference on Machine Learning
 Fast graph representation learning with PyTorch Geometric,2019, In ICLRWorkshop on Representation Learning on Graphs and Manifolds
 Sharpness-aware minimizationfor efficiently improving generalization,2021, In International Conference on Learning Representations
 Adaptive submodularity: Theory and applications in active learning andstochastic optimization,2011, Journal of Artificial Intelligence Research
 Deep Residual Learning for Image Recognition,2016, In ComputerVision and Pattern Recognition (CVPR)
 Open graphbenchmark: Datasets for machine learning on graphs,2020, arXiv preprint arXiv:2005
 Nonparametric multivariate density estimation: a comparativestudy,1994, IEEE Transactions on Signal Processing
 Tapas:Train-less accuracy predictor for architecture search,2019, In Proceedings of the AAAI Conference onArtificial Intelligence
 Lightgbm: A highlyefficient gradient boosting decision tree,2017, In Advances in Neural Information Processing Systems30
 Semi-supervised classification with graph convolutional networks,2017, InInternational Conference on Learning Representations (ICLR)
 Learning curve prediction with Bayesianneural networks,2017, In International Conference on Learning Representations (ICLR)
 Meta-Surrogatebenchmarking for hyperparameter optimization,2019, In NeurIPS
 Nas-bench-nlp: Neural architecture search benchmark for natural language processing,2020, arXiv preprintarXiv:2006
 Learning multiple layers of features from tiny images,2009, Technical report
 Fractalnet: Ultra-deep neural networks withoutresiduals,2017, In International Conference on Learning Representations (ICLR)
 HW-NAS-Bench: Hardware-Aware Neural ArchitectureSearch Benchmark,2021, In International Conference on Learning Representations
 Boah: Atool suite for multi-fidelity bayesian optimization & analysis of hyperparameters,2019, arXiv:1908
 DARTS: Differentiable architecture search,2019, In InternationalConference on Learning Representations
 Sgdr: Stochastic gradient descent with warm restarts,2017, In InternationalConference on Learning Representations (ICLR)
 Neural architecture search with gbdt,2020, arXivpreprint arXiv:2007
 Deep neural architecture search with deep graph Bayesianoptimization,2019, In 2019 IEEE/WIC/ACM International Conference on Web Intelligence (WI)
 A comparison of three methods for selectingvalues of input variables in the analysis of output from a computer code,2000, Technometrics
 Neural architecture search withouttraining,2021, In International Conference on Machine Learning
 A generic graph-basedneural architecture encoding scheme for predictor-based nas,2020, In ECCV
 Combinatorial bayesian optimization using the graphcartesian product,2910, In Advances in Neural Information Processing Systems
 Can you trust your model's uncertainty? evaluatingpredictive uncertainty under dataset shift,2019, In Advances in Neural Information Processing Systems
 Carbon emissions and large neural networktraining,2021, ArXiv
 Scikit-learn: Machine learning in python,2011, Journal of machinelearning research
 Differential evolution: a practical approach to globaloptimization,2006, Springer Science & Business Media
 Regularized evolution for imageclassifier architecture search,2019, In AAAI
 Interpretable neural architecturesearch via bayesian optimisation with weisfeiler-lehman kernels,2021, In ICLR
 Multi-objective neural architecture search viapredictive network performance optimization,2019, arXiv preprint arXiv:1911
 Bridging the gap betweensample-based and one-shot neural architecture search with bonas,2020, Advances in Neural InformationProcessing Systems
 Understanding architectures learnt by cell-based neural architecturesearch,2020, In International Conference on Learning Representations (ICLR)
 Going deeper with convolutions,2015, In Computer Vision and Pattern Recognition(CVPR)
 A semi-supervisedassessor of neural architectures,2020, In Proceedings of the IEEE/CVF Conference on Computer Visionand Pattern Recognition (CVPR)
 Visualizing data using t-sne,2008, Journal of Machine LearningResearch (JMLR)
 Attention is all you need,2017, In Advances in Neural InformationProcessing Systems
 Neural predictor for neuralarchitecture search,2019, arXiv preprint arXiv:1912
 Local search is state of the art for nas benchmarks,2020, arXiv preprintarXiv:2005
 A study on encodings for neuralarchitecture search,2020, In Advances in Neural Information Processing Systems
 Bananas: Bayesian optimization with neuralarchitectures for neural architecture search,2021, In AAAI
 Fbnet: Hardware-aware efficient convnet design viadifferentiable neural architecture search,2019, 2019 IEEE/CVF Conference on Computer Vision andPattern Recognition (CVPR)
 A comprehensive survey on graph neuralnetworks,2019, arXiv preprint arXiv:1901
 Rnas: Architectureranking for powerful networks,2019, arXiv preprint arXiv:1910
 Pc-darts: Partial channel connectionsfor memory-efficient architecture search,2020, In International Conference on Learning Representations
 Nas evaluation is frustratingly hard,2020, In InternationalConference on Learning Representations
 NAS-bench-101: Towardsreproducible neural architecture search,2019, In Proceedings of the 36th International Conference onMachine Learning
 Hierarchical graph representationlearning with differentiable pooling,2018, In Proceedings of the 32nd International Conference onNeural Information Processing Systems
 How to train your super-net: An analysis of training heuristics inweight-sharing nas,2020, arXiv preprint arXiv:2003
 Graph transformernetworks,2019, In Advances in Neural Information Processing Systems
 Understanding and robustifyingdifferentiable architecture search,2020, In International Conference on Learning Representations
 NAS-Bench-1Shot1: Benchmarking and dissecting one-shot neuralarchitecture search,2020, In International Conference on Learning Representations
 Graph neural networks: Areview of methods and applications,2018, arXiv preprint arXiv:1812
 Neural architecture search with reinforcement learning,2017, In InternationalConference on Learning Representations (ICLR)
