title,year,conference
 Cormorant: Covariant molecular neuralnetworks,2019, In NeurIPS
 Molecular machine learning with conformer ensem-bles,2020, ArXiv
 Geom: Energy-annotated molecular conformationsfor property prediction and molecular generation,2020, arXiv preprint arXiv:2006
 Deep equilibrium models,2019, Advances in NeuralInformation Processing Systems
 On representing chemical environments,2013, PhysicalReview B
 Generalized neural-network representation of high-dimensionalpotential-energy surfaces,2007, Physical review letters
 Generic methods for optimization-based modeling,2012, In Artificial Intelligence andStatistics
 Alchemical andstructural distribution based representation for universal quantum machine learning,2018, The Journalof chemical physics
 Generalizing convolutionalneural networks for equivariance to lie groups on arbitrary continuous data,2020, In InternationalConference on Machine Learning
 Learning generative models with sinkhorn diver-gences,2018, In AISTATS
 Automatic chemical design using a data-driven continuousrepresentation of molecules,2018, ACS central science
 Merck molecular force field,1996, i
 Conformation generation: the state of the art,2017, Journal of Chemical InformationandModeling
 Wavelet scattering regression of quantumchemical energies,2017, Multiscale Modeling & Simulation
 Generating valid euclidean distance matrices,2019, arXiv preprintarXiv:1910
 Junction tree variational autoencoder formolecular graPh generation,2323, In International Conference on Machine Learning
 Highly accurateProtein structure Prediction with alPhafold,2021, Nature
 Adam: A method for stochastic optimization,2015, CoRR
 Equivariant flows: sampling configurations for multi-bodysystems with symmetric energies,2019, arXiv preprint arXiv:1910
 A bridgingframework for model optimization and deep propagation,2018, In Proceedings of the 32nd InternationalConference on Neural Information Processing Systems
 Molecular geometryprediction using a deep generative graph neural network,2019, Scientific reports
 Machine learning on dna-encoded libraries: Anew paradigm for hit finding,2020, Journal of Medicinal Chemistry
 Graph networks for molecular design,2020, Machine Learning:Science and Technology
 Relevance of rotationallyequivariant convolutions for predicting molecular properties,2020, arXiv preprint arXiv:2008
 Message passing networks for molecules with tetrahedral chirality,2020, arXivpreprint arXiv:2012
 Quantumchemistry structures and properties of 134 kilo molecules,2014, Scientific data
 Better informed distance geometry: using what we knowto improve conformation generation,2015, Journal of chemical information and modeling
 Schnet: A continuous-filter convolutional neural networkfor modeling qUantUm interactions,2017, In NIPS
 Equivariant message passing for theprediction of tensorial properties and molecular spectra,2021, arXiv preprint arXiv:2102
 Learning gradient fields for molecularconformation generation,2021, In International Conference on Machine Learning
 A generative model for molecular distancegeometry,2020, In International Conference on Machine Learning
 Symmetry-aware actor-critic for 3d molecular design,2020, In International Conference on Learning Representa-tions
4: Open-source software for high-throughput quantum chemistry,2020, The Journal of chemicalphysics
 Ani-1: an extensible neural networkpotential with dft accuracy at force field computational cost,2017, Chemical science
 Adeep learning approach to antibiotic discovery,2020, Cell
 Machine learning force fields,2021, ChemicalReviews
 Attention is all you need,2017, In Advances in neural informationprocessing systems
 3d-qsar in drug design-a review,2010, Currenttopics in medicinal chemistry
 Equivariant differential topology,1969, Topology
 Learning neural generativedynamics for molecular conformation generation,2020, In International Conference on LearningRepresentations
 Deep learning enables rapid identification of potent ddr1 kinase inhibitors,2019, Naturebiotechnology
 Optimization of moleculesvia deep reinforcement learning,2019, Scientific reports
