title,year,conference
 Decoding tumour phenotype by non-invasive imaging using a quantitative radiomics approach,2014, Nature Communications
 Novel subgroups of adult-onset diabetes and their association withoutcomes: a data-driven cluster analysis of six variables,2018, The Lancet Diabetes & Endocrinology
 Serum albumin leveland risk for mortality and hospitalization in adolescents on hemodialysis,2008, Clinical journal of theAmerican Society ofNephrology
 Semi-supervised methods to predict patient survival from gene expressiondata,2004, PLoS Biology
 Linear regression with censored data,1979, Biometrika
 Factors influencing survival in high-grade gliomas,2003, Seminars in Oncology
 Adversarial time-to-event modeling,2018, In Proceedings of the 35th International Conference on Machine Learning
 Survival cluster analysis,2020, In Proceedings ofthe ACM Conference on Health
 XGBoost: A scalable tree boosting system,2016, In Proceedings of the 22ndACM SIGKDD International Conference on Knowledge Discovery and Data Mining
 A new initiative on precision medicine,2015, New England Journal ofMedicine
 Regression models and life-tables,1972, Journal of the Royal Statistical Society: Series B(Methodological)
 Analysis of survival times,2020, In Practical Statistics for Medical Research
 lifelines: v0,2021,25
 Use of nonclonal serum immunoglobulinfree light chains to predict overall survival in the general population,2012, Mayo Clinic Proceedings
 A neural network model for survival data,1995, Statistics in Medicine
 Implementing personalizedmedicine in a cancer center,2011, The Cancer Journal
 Non-small cell lung cancer: Identifying prognostic imaging biomarkers by leveragingpublic gene expression microarray data¡ªmethods and preliminary results,2012, Radiology
 X-CAL: Explicit calibration forsurvival analysis,2020, Advances in neural information processing systems
 Understanding urea kinetic factors that enhance personalizedhemodialysis prescription in children,2019, ASAIO Journal
 Ultrafiltration rates in children on chronic hemodialysisroutinely exceed weight based adult limit,2019, Hemodialysis International
 Identifying key predictors of mortalityin young patients on chronic haemodialysis - a machine learning approach,2020, Nephrology
 Image-based survival prediction for lung cancerpatients using CNNs,2019, In 2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI2019)
 Random survival forests,2008, Annals ofApplied Statistics
 Variational deep embedding: An unsupervisedand generative approach to clustering,2017, In Proceedings of the 26th International Joint Conferenceon Artificial Intelligence
 Composing graphicalmodels with neural networks for structured representations and fast inference,2016, In Advances inNeural Information Processing Systems
 DeepSurv: Personalizedtreatment recommender system using a Cox proportional hazards deep neural network,2018, BMCMedical Research Methodology
 Auto-encoding variational Bayes,2014, In 2nd International Conferenceon Learning Representations
 The SUPPORT prognostic model: Objective estimates of survival for seriously illhospitalized adults,1995, Annals of Internal Medicine
 Prevalence of monoclonal gammopathy of undeterminedsignificance,2006, New England Journal of Medicine
 Stability-based validation of clustering solu-tions,2004, Neural Computation
 MNIST handwritten digit database,2010, ATT Labs
 Location of stage I-III non-small cell lung cancer and survivalrate: Systematic review and meta-analysis,2018, Thoracic Cancer
 Histogram equalization of CT images,1985, Radiology
 PReMiuM: An R packagefor profile regression mixture models using Dirichlet processes,2015, Journal of Statistical Software
 Clustering method for censored and collinearsurvival data,2020, Computational Statistics
 A unified approach to interpreting model predictions,2017, In Advances inNeural Information Processing Systems 30
 From local explanations to global understanding with explainable AIfor trees,2020, Nature machine intelligence
 Semi-crowdsourced clustering with deep generativemodels,3212, In Advances in Neural Information Processing Systems
 Deep conditional gaussianmixture model for constrained clustering,2021, In Advances in Neural Information Processing Systems
 Relationship between interdialytic weight gainand blood pressure in pediatric patients on chronic hemodialysis,2016, BioMed Research International
 Finite mixture models,2004, John Wiley & Sons
 A survey of clustering with deep learning:From the perspective of network architecture,2018, IEEE Access
 Bayesian profile regression with anapplication to the national survey of children¡¯s health,2010, Biostatistics
 Deep survival machines: Fully parametric survival re-gression and representation learning for censored data with competing risks,2021, IEEE Journal ofBiomedical and Health Informatics
 Scikit-learn: Machine learning in Python,2011, Journal of Machine Learning Research
 R: A Language and Environment for Statistical Computing,2020, R Foundation for Statis-tical Computing
 Deep survival analysis,2016, In Proceedings of the1st Machine Learning for Healthcare Conference
 On ranking in survivalanalysis: Bounds on the concordance index,2007, In Proceedings of the 20th International Conferenceon Neural Information Processing Systems
 Stochastic backpropagation and approximate infer-ence in deep generative models,2014, In Proceedings of the 31st International Conference on MachineLearning
 Mixtures of proportional hazards regression models,1999, Statistics in Medicine
 Regularization paths for Cox's proportionalhazards model via coordinate descent,2011, Journal of Statistical Software
 Very deep convolutional networks for large-scale image recogni-tion,2015, In 3rd International Conference on Learning Representations
 Visualizing data using t-SNE,2008, Journal of Machine LearningResearch
 Computational radiomics system todecode the radiographic phenotype,2017, Cancer Research
 Evaluationof an AI-powered lung nodule algorithm for detection and 3D segmentation of primary lungtumors,2019, Contrast Media & Molecular Imaging
 EANO guidelines on the diagnosis and treatment of diffuse gliomas ofadulthood,2020, Nature Reviews Clinical Oncology
 Learning patient-specific cancer survival distri-butions as a sequence of dependent regressors,2011, In Advances in Neural Information ProcessingSystems
