title,year,conference
 Obfuscated gradients give a false sense of security:Circumventing defenses to adversarial examples,2018, arXiv preprint arXiv:1802
 Adversarial extreme multi-label classification,2018, arXiv preprintarXiv:1803
 Robust optimization,2009, Princeton University Press
 Wild patterns: Ten years after the rise of adversarial machine learning,2017, arXivpreprint arXiv:1712
 Towards evaluating the robustness of neural networks,2016, arXiv preprintarXiv:1608
 Adversarial examples are not easily detected: Bypassing ten detectionmethods,2017, arXiv preprint arXiv:1705
 Adversarial classification,2004, InInternational Conference on Knowledge Discovery and Data Mining (KDD)
 ImageNet: A Large-Scale Hierarchical ImageDatabase,2009, In CVPR09
 Training verified learners with learned verifiers,2018, arXiv preprintarXiv:1805
 A dual approachto scalable verification of deep networks,2018, arXiv preprint arXiv:1803
 A rotation and a translation suffice:Fooling cnns with simple transformations,2017, arXiv preprint arXiv:1712
 Robust physical-world attacks on machine learning models,2017, arXiv preprint arXiv:1707
 Robustness of classifiers: fromadversarial to random noise,2016, In Advances in Neural Information Processing Systems
 Adversarial vulnerability for any classifier,2018, arXiv preprintarXiv:1802
 Analysis of classifiers’ robustness to adversarial perturba-tions,2018, Machine Learning
 Shake-shake regularization,2017, arXiv preprint arXiv:1705
 Adversarial spheres,2018, arXiv preprint arXiv:1801
 Adversarial examples,2015, Presentation at Deep Learning Summer School
 Generative adversarial nets,2014, In Advances in neural information processingsystems
 Speech recognition with deep recurrent neuralnetworks,2013, In Acoustics
 Delving deep into rectifiers: Surpassing human-levelperformance on imagenet classification,2015, In Proceedings of the IEEE international conference on computervision
 Transfiguring portraits,2016, ACM Transactions on Graphics (TOG)
 Auto-encoding variational bayes,2013, arXiv preprint arXiv:1312
 Provable defenses against adversarial examples via the convex outer adversarialpolytope,2017, arXiv preprint arXiv:1711
 Learning multiple layers of features from tiny images,2009, 2009
 Imagenet classification with deep convolutional neuralnetworks,2012, In Advances in neural information processing systems
 Adversarial examples in the physical world,2016, arXiv preprintarXiv:1607
 Adversarial machine learning at scale,2016, arXiv preprintarXiv:1611
 The mnist database of handwritten digits,1998, Website
 Towards deeplearning models resistant to adversarial attacks,2017, arXiv preprint arXiv:1706
 Virtual adversarial training: a regularizationmethod for supervised and semi-supervised learning,2018, IEEE transactions on pattern analysis and machineintelligence
 Human-level control through deepreinforcement learning,2015, Nature
 Deepfool: A simple and accuratemethod to fool deep neural networks,2016, In 2016 IEEE Conference on Computer Vision and Pattern Recognition
 Deep neural networks are easily fooled: High confidencepredictions for unrecognizable images,2015, In IEEE Conference on Computer Vision and Pattern Recognition
 Feature visualization,2017, Distill
 Certified defenses against adversarial examples,2018, arXivpreprint arXiv:1801
 Improving the adversarial robustness and interpretability of deepneural networks by regularizing their input gradients,2017, arXiv preprint arXiv:1711
 Adversariallyrobust generalization requires more data,2018, arXiv preprint arXiv:1804
 Accessorize to a crime: Real andstealthy attacks on state-of-the-art face recognition,2016, In Proceedings of the 2016 ACM SIGSAC Conference onComputer and Communications Security
 Mastering the game of go withdeep neural networks and tree search,2016, nature
 Deep inside convolutional networks: Visualisingimage classification models and saliency maps,2013, arXiv preprint arXiv:1312
 Certifiable distributional robustness with principledadversarial training,2017, arXiv preprint arXiv:1710
 Is robustness the cost ofaccuracy?-a comprehensive study on the robustness of 18 deep image classification models,2018, arXiv preprintarXiv:1808
 What makes tom hanks look liketom hanks,2015, In Proceedings of the IEEE International Conference on Computer Vision
 Intriguing properties of neural networks,2013, arXiv preprint arXiv:1312
 Verifying neural networks with mixed integer programming,2017, arXiv preprintarXiv:1711
 On robustness and regularization of structural support vectormachines,2014, In International Conference on Machine Learning
 Convex adversarial collective classification,2013, In InternationalConference on Machine Learning
 Analyzing the robustness of nearest neighbors toadversarial examples,2017, arXiv preprint arXiv:1706
 Scaling provable adversarial defenses,2018, arXivpreprint arXiv:1805
 Spatially transformed adversarialexamples,2018, arXiv preprint arXiv:1801
 Training for faster adversarialrobustness verification via inducing relu stability,2018, arXiv preprint arXiv:1809
 Robustness and generalization,2012, Machine learning
 Understanding neural networksthrough deep visualization,2015, arXiv preprint arXiv:1506
