title,year,conference
 Tensorflow: A system for large-scalemachine learning,2016, In OSDI
 Stronger generalization bounds fordeep nets via a compression approach,2018, arXiv preprint arXiv:1802
 Spectrally-normalized margin bounds forneural networks,2017, In Advances in Neural Information Processing Systems
 Largemargin deep networks for classification,2018, arXiv preprint arXiv:1803
 A rotation and atranslation suffice: Fooling cnns with simple transformations,2017, arXiv preprint arXiv:1712
 Explaining and harnessing adversarialexamples,2014, arXiv preprint arXiv:1412
 Deep residual learning for imagerecognition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, arXiv preprint arXiv:1502
 Generalization in deep learning,2017, arXivpreprint arXiv:1710
 Pac-bayes margins,2002, In Proceedings of the 15th InternationalConference on Neural Information Processing Systems
 A surprisinglinear relationship predicts test performance in deep networks,2018, arXiv preprint arXiv:1807
 Network in network,2013, arXiv preprint arXiv:1312
 Large-margin softmax loss for convolu-tional neural networks,2016, In ICML
 Variations of box plots,1978, The AmericanStatistician
 A pac-bayesian approach to spectrally-normalized margin bounds for neural networks,2017, arXiv preprintarXiv:1707
 Exploring general-ization in deep learning,2017, In Advances in Neural Information Processing Systems
 Theory of deep learning iii: explaining the non-overfittingpuzzle,2017, arXiv preprint arXiv:1801
 How boosting the margin can also boost classifier complexity,2006, InProceedings of the 23rd international conference on Machine learning
 Robust large margindeep neural networks,2016, CoRR
 Large margin deep neural networks:Theory and algorithms,2015, CoRR
 Group normalization,2018, arXiv preprint arXiv:1803
 Understandingdeep learning requires rethinking generalization,2016, arXiv preprint arXiv:1611
 Multi-class optimal margin distribution machine,2017, In Doina Precupand Yee Whye Teh (eds
