title,year,conference
 Maximum a posteriori policy optimisation,2018, CoRR
 DeeP variational informationbottleneck,2016, CoRR
 DeePmind lab,2016, arXiv preprint arXiv:1612
 G-learning: Taming the noise in reinforcement learningvia soft uPdates,2015, CoRR
 Divide-and-conquer reinforcement learning,2018, In International Conference on Learning Representations
 Infobot: Transfer and exPloration via the information bottle-neck,2019, ICLR
 Reinforcement learning withdeep energy-based policies,2017, CoRR
 Soft actor-critic: Off-policymaximum entropy deep reinforcement learning with a stochastic actor,2018, CoRR
 Deep residual learning for imagerecognition,2015, arXiv:1512
 Learningcontinuous control policies by stochastic value gradients,2015, In Advances in Neural InformationProcessing Systems
 Population based training of neural networks,2017, arXiv preprint arXiv:1711
 Optimal control as a graphical modelinference problem,1573, Machine Learning
 Auto-encoding variational bayes,2013, arXiv preprintarXiv:1312
 Variational policy search via trajectory optimization,2013, In Advancesin Neural Information Processing Systems
 Human-level controlthrough deep reinforcement learning,2015, Nature
 Asynchronous methods for deep reinforcementlearning,2016, In International Conference on Machine Learning (ICML)
 Safe and efficientoff-policy reinforcement learning,2016, In Advances in Neural Information Processing Systems29: Annual Conference on Neural Information Processing Systems 2016
 Trust-pcl: An off-policy trustregion method for continuous control,2017, CoRR
 Learning in graphical models,1999, chapter A View of theEM Algorithm That Justifies Incremental
 Numerical Optimization,2006, Springer
 Thermodynamics as a theory of decision-making withinformation-processing costs,2013, Proceedings of the Royal Society of London A: Mathematical
 Actor-mimic: Deep multitask andtransfer reinforcement learning,2016, International Conference on Learning Representations (ICLR)
 On stochastic optimal control and re-inforcement learning by approximate inference,2012, In (R:SS 2012)
 Stochastic backpropagation andapproximate inference in deep generative models,2014, In Proceedings of the 31st InternationalConference on Machine Learning (ICML)
 Learning by playing -solving sparse reward tasks from scratch,2018, arXiv:1802
 Learning by playing -solving sparse reward tasks from scratch,2018, CoRR
 Pol-icy distillation,2016, In International Conference on Learning Representations (ICLR)
 Kickstarting deep reinforcement learning,2018, arXiv:1803
 Proximal policyoptimization algorithms,2017, CoRR
 Rational choice and the structure of the environment,1956, Psychological Review
 An information-theoretic approach to curiosity-driven reinforcementlearning,2012, Theory in Biosciences
 A unified bellman equation for causal information and value inmarkov decision processes,2017, CoRR
 in Cognitive Neural Syst,2011,
 Linearly-Solvable markov decision problems,2007, In B
 Robot trajectory optimization Using approximate inference,2009, In Proceedings of the26th Annual International Conference on Machine Learning
 FUnction optimization Using connectionist reinforcement learningalgorithms,1991, Connection Science
 Modeling Purposeful Adaptive Behavior with the Principle of Maximum CausalEntropy,2010, PhD thesis
 In figure 11 the results forgoing to one of K targets task with quadruped are presented,2019, The proprioceptive default policy22Published as a conference paper at ICLR 2019gives significant gains comparing to others
