title,year,conference
 Integral approximation by kernel smoothing,2016, Bernoulli
 Doubly robust policy evaluation andoptimization,2014, Statistical Science
 Efficient estimation of average treatment effectsusing the estimated propensity score,2003, Econometrica
 Large-scale validation of counterfactual learning methods: A test-bed,2016, arXiv preprint arXiv:1612
 A contextual-bandit approach topersonalized news article recommendation,2010, In Proceedings of the 19th International Conferenceon World Wide Web
 Counterfactual estimation and optimizationof click metrics for search engines,2014, arXiv preprint arXiv:1403
 Toward minimax off-policy value estimation,2015, InArtificial Intelligence and Statistics
 Nonparametric regression using deep neural networks with relu activationfunction,2017, arXiv preprint arXiv:1708
 Learning from logged implicitexploration data,2010, In Advances in Neural Information Processing Systems
 Counterfactual risk minimization: Learning from loggedbandit feedback,2015, In International Conference on Machine Learning
 Benefits of depth in neural networks,2016, arXiv preprint arXiv:1602
 User-friendly tail bounds for sums of random matrices,2012, Foundations of computationalmathematics
 Introduction to the non-asymptotic analysis of random matrices,2010, arXiv preprintarXiv:1011
 Error bounds for approximations with deep relu networks,2017, Neural Networks
