title,year,conference
 Enriching word vectorswith subword information,2017, Transactions of the Association for Computational Linguistics
 Multi-column deep neural networks for imageclassification,2012, In 2012 IEEE Conference on Computer Vision and Pattern Recognition
 The cityscapes dataset for semantic urbanscene understanding,2016, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Understanding back-translation atscale,2018, In EMNLP
 Classicalstructured prediction losses for sequence to sequence learning,2018, In NAACL
 Convolutionalsequence to sequence learning,2017, In International Conference on Machine Learning
 Non-autoregressiveneural machine translation,2018, ICLR
 Achieving humanparity on automatic chinese to english news translation,2018, arXiv preprint arXiv:1803
 Dual learningfor machine translation,2016, In Advances in neural information processing systems
 Distilling the knowledge in a neural network,2015, InNIPS Deep Learning and Representation Learning Workshop
 Turbo learning for captionbot anddrawingbot,2018, In Advances in neural information processing systems
 Image-to-image translation withconditional adversarial networks,2017, In Computer Vision and Pattern Recognition (CVPR)
 Google's multilingual neuralmachine translation system: enabling zero-shot translation,2017, TACL
 Sequence-level knowledge distillation,2016, In EMNLP
 Adam: A method for stochastic optimization,2015, In ICLR
 Fully convolutional networks for semanticsegmentation,2015, In Proceedings of the IEEE conference on computer vision and pattern recognition
 Are ganscreated equal? a large-scale study,2018, In Advances in neural information processing systems
 Bleu: a method for automaticevaluation of machine translation,2002, In Proceedings of the 40th annual meeting on association forcomputational linguistics
 Improving neural machine translation modelswith monolingual data,2015, arXiv preprint arXiv:1511
 Attention is all you need,2017, In Advances in neural informationprocessing systems
 Dualgan: Unsupervised dual learningfor -image translation,2017, In ICCV
 Unpaired image-to-image translationusing cycle-consistent adversarial networks,2017, In ICCV
