title,year,conference
 Net-trim: Convex pruning of deep neuralnetworks with performance guarantee,2017, In Advances in Neural Information Processing Systems
 Expert gate: Lifelong learning with a network ofexperts,2016, In IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Learning deep architectures for ai,2009, Foundations and trendsR in Machine Learning
 Riemannian walk forincremental learning: Understanding forgetting and intransigence,2018, arXiv preprint arXiv:1801
 Reducing overfitting in deepnetworks by decorrelating representations,2015, arXiv preprint arXiv:1511
 Character recognition in natural images,2009, In Proceedings of theInternational Conference on Computer Vision Theory and Applications
 Pathnet: Evolution channels gradient descent in super neural networks,2017, arXivpreprint arXiv:1701
 Catastrophic forgetting in connectionist networks,1999, Trends in cognitive sciences
 Deep sparse rectifier neural networks,2011, In Geoffrey Gordon
 An empirical investigation ofcatastrophic forgetting in gradient-based neural networks,2013, arXiv preprint arXiv:1312
 The organization of behavior,2002, 1949
 Overcoming catastrophicforgetting in neural networks,2016, arXiv preprint arXiv:1612
 3d object representations for fine-grained categoriza-tion,2013, In Proceedings of the IEEE International Conference on Computer Vision Workshops
 Imagenet classification with deep convolutionalneural networks,2012, In F
 Alcove: an exemplar-based connectionist model of category learning,1992, Psychological review
 Gradient-based learning applied to documentrecognition,1998, Proceedings of the IEEE
 Overcoming catastrophic forgetting byincremental moment matching,2017, arXiv preprint arXiv:1703
 The cost of cortical computation,2003, Current biology
 Sparse convolutional neuralnetworks,2015, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Gradient episodic memory for continual learning,2017, In Advances in Neural InformationProcessing Systems
 Bayesian compression for deep learning,2017, In Advances inNeural Information Processing Systems
 Reading digits innatural images with unsupervised feature learning,2011, 2011
 Recognizing indoor scenes,2009, In Computer Vision and Pattern Recognition
 Regularizing cnns withlocally constrained decorrelations,2016, arXiv preprint arXiv:1611
 Progressive neural networks,2016, arXiv preprint arXiv:1606
 Overcoming catastrophic forgetting withhard attention to the task,2018, arXiv preprint arXiv:1801
 Reducing interference in distributed memories through episodicgating,1992, Essays in honor of WKEstes
 Competeto compute,2013, In C
 Sparsifying neural network connections for face recognition,2016, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Lifelong robot learning,1995, Robotics and autonomous systems
 Regularizing deep convolutional neural networkswith a structured decorrelation constraint,2016, In ICDM
 Restructuring of deep neural network acoustic models with singular valuedecomposition,2013, In Interspeech
 Tiny imagenet classification with convolutional neural networks,2015, CS 231N
