title,year,conference
 Speeding up the xbox recommender system using a euclidean transfor-mation for inner-product spaces,2014, In Proceedings of the 8th ACM Conference on Recommendersystems
 Efficientsoftmax approximation for gpus,2017, In Proceedings of the 34th International Conference on MachineLearning
 Quantization based fastinner product search,2016, In Artificial Intelligence and Statistics
 Approximate nearest neighbors: towards removing the curse ofdimensionality,1998, In Proceedings of the thirtieth annual ACM symposium on Theory of computing
 Categorical reparametrization with gumble-softmax,2017, InInternational Conference on Learning Representations 2017
 On using very large targetvocabulary for neural machine translation,2014, arXiv preprint arXiv:1412
 Deep reinforce-ment learning for dialogue generation,2016, arXiv preprint arXiv:1606
 Stanford neural machine translation systems forspoken language domain,2015, In International Workshop on Spoken Language Translation
 Efficient and robust approximate nearest neighbor searchusing hierarchical navigable small world graphs,2016, arXiv preprint arXiv:1603
 Approximate near-est neighbor algorithm based on navigable small world graphs,2014, Information Systems
 Efficient and robust approximate nearest neighbor search usinghierarchical navigable small world graphs,2016, CoRR
 Building a large annotatedcorpus of english: the penn treebank,1993, Comput
 Pointer sentinel mixturemodels,2016, arXiv preprint arXiv:1609
 A fast and simple algorithm for training neural probabilisticlanguage models,2012, In ICML
 Hierarchical probabilistic neural network language model,2005, InAISTATS
 A neural attention model for abstractivesentence summarization,2015, In Proceedings of the 2015 Conference on Empirical Methods in NaturalLanguage Processing
 Svd-softmax: Fastsoftmax approximation on large vocabulary neural networks,2017, In Advances in Neural InformationProcessing Systems 30
 Refinements to nearest-neighbor searching ink-dimensional trees,1991, Algorithmica
 A greedy approach for budgeted maxi-mum inner product search,2017, In NIPS
 Navigating with graphrepresentations for fast and scalable decoding of neural language models,2018, In NIPS
