title,year,conference
 Learning Wake-SleepRecurrent Attention Models,2015, In C Cortes
 A recurrent latent variable model for sequential data,2015, In Advances in neural informationprocessing systems
 Stochastic video generation with a learned prior,2018, InternationalConference on Machine Learning
 Implicit reparameterization gradients,2018, arXivpreprint arXiv:1805
 Sequential neural modelswith stochastic layers,2016, In Advances in neural information processing systems
 Stochastic backpropagation through mixture density distributions,2016, arXiv preprintarXiv:1607
 World models,2018, Advances in neural information processingsystems
 The” wake-sleep” algorithmfor unsupervised neural networks,1995, Science
 An introductionto variational methods for graphical models,1999, Machine learning
 Auto-encoding variational bayes,2013, nternational Conferenceon Learning Representations
 Deep kalman filters,2015, arXiv preprintarXiv:1511
 Filtering variational objectives,2017, In Advances in Neural InformationProcessing Systems
 Variational inference for monte carlo objectives,2016, InternationalConference on Machine Learning
 Variational sequentialmonte carlo,2018, In International Conference on Artificial Intelligence and Statistics
 Tighter variational bounds are not necessarily better,2018, International Conferenceon Machine Learning
 Sticking the landing: An asymptotically zero-variance gradient estimator for variational inference,2017, Advances in Neural Information ProcessingSystems
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Machine learning
