title,year,conference
 Adaptive neuralnetworks for efficient inference,2017, In Proceedings of the 34th International Conference onMachine Learning (ICML)
 ImageNet: A large-scale hierar-chical image database,2009, In IEEE Conference on Computer Vision and Pattern Recognition
 More is less: A more complicatednetwork with less inference complexity,2017, In The IEEE Conference on Computer Visionand Pattern Recognition (CVPR)
 Spatially adaptive computation time for residual net-works,2017, In The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 PerforatedC-NNs: Acceleration through elimination of redundant convolutions,2016, In Advances in NeuralInformation Processing Systems (NIPS)
 Eie: efficient inference engine on compressed deep neural network,2016, InComputer Architecture (ISCA)
 Optimal brain surgeon: Extensions andperformance comparisons,1994, In J
 Deep residual learning for imagerecognition,2016, In IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Soft filter pruning foraccelerating deep convolutional neural networks,2018, In International Joint Conference onArtificial Intelligence (IJCAI)
 Channel pruning for accelerating very deep neuralnetworks,2017, IEEE International Conference on Computer Vision (ICCV)
 AMC: AutoML formodel compression and acceleration on mobile devices,2018, In Proceedings of the EuropeanConference on Computer Vision (ECCV)
 Channel gating neuralnetworks,2018, CoRR
 Learning to prune filters inconvolutional neural networks,2018, In IEEE Winter Conference on Computer Vision
 Batch normalization: Accelerating deep network trainingby reducing internal covariate shift,2015, In Proceedings of the 32Nd International Conferenceon International Conference on Machine Learning (ICML)
 Imagenet classification with deepconvolutional neural networks,2012, In Advances in Neural Information Processing Systems(NIPS)
 Optimal brain damage,1990, In Advances inNeural Information Processing Systems (NIPS)
 Pruning filtersfor efficient convnets,2017, 2017
 Runtime neural pruning,2017, In Advances inNeural Information Processing Systems (NIPS)
 Dynamic deep neural networks: Optimizing accuracy-efficiencytrade-offs by selective execution,2018, 2018
 Fully convolutional networks for semantic segmen-tation,2015, In 2015 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 ThiNet: A filter level pruning method for deepneural network compression,2017, In ICCV
 Changing model behavior attest-time using reinforcement learning,2017, 2017
 Scnn:An accelerator for compressed-sparse convolutional neural networks,2017, In ACM SIGARCHComputer Architecture News
 SBNet: Sparse blocksnetwork for fast inference,2018, In The IEEE Conference on Computer Vision and PatternRecognition (CVPR)
 Faster R-CNN: Towards real-time object detectionwith region proposal networks,2017, IEEE Transactions on Pattern Analysis and MachineIntelligence
 Outrageously large neural networks: The sparsely-gated mixture-of-experts layer,2017, 2017
 Very deep convolutional networks for large-scaleimage recognition,2015, In International Conference on Learning Representations (ICLR)
 Learning structuredsparsity in deep neural networks,2016, In Advances in Neural Information Processing Systems(NIPS)
 Mayo: A framework for auto-generating hardware friendly deep neural networks,2018, In Proceedings of 2nd InternationalWorkshop on Embedded and Mobile Deep Learning
 Less is more: Towards compact cnns,2016, InBastian Leibe
 Discrimination-aware channel pruning for deep neuralnetworks,2018, In Advances in Neural Information Processing Systems (NIPS)
