title,year,conference
 Hindsight experiencereplay,2017, In Advances in Neural Information Processing Systems
 Curriculum learning,2009, InProceedings of the 26th International Conference on Machine Learning
 Config-uration planning with multiple dynamic goals,2013, In AAAI Spring Symposium: Designing IntelligentRobots
 Benchmarking deep rein-forcement learning for continuous control,2016, In Proceedings of the 33rd International Conferenceon Machine Learning
 Automatic goal generation forreinforcement learning agents,2018, In Proceedings of the 35th International Conference on MachineLearning
 Learning to achieve goals,1993, In Proceedings of the 13th International JointConference on Artificial Intelligence
 Continuous control with deep reinforcement learning,2015, arXivpreprint arXiv:1509
 Policy invariance under reward transformations:Theory and application to reward shaping,1999, In Proceedings of the 16th International Conferenceon Machine Learning
 Universal value function approxima-tors,2015, In Proceedings of the 32nd International Conference on Machine Learning
 Prioritized experience replay,2015, arXivpreprint arXiv:1511
 Trust regionpolicy optimization,2015, CoRR
 Proximal policyoptimization algorithms,2017, CoRR
 Masteringthe game of go with deep neural networks and tree search,2016, Nature
 Sample efficient actor-critic with experience replay,2016, CoRR
