title,year,conference
 On the emergence of invariance and disentangling in deeprepresentations,2018, JMLR
 Deep variational informationbottleneck,2016, In ICLR
 Uncertainty in the variational informationbottleneck,2018, In UAI Workshop on Uncertainty in Deep Learning
 Neural codes for imageretrieval,2014, In ECCV
 Fully-convolutional siamese networks for object tracking,2016, arXiv preprint arXiv:1606
 Deep gaussian embedding of attributed graphs:Unsupervised inductive learning via ranking,2018, In ICLR
 Dropout as a bayesian approximation: Representing modeluncertainty in deep learning,2016, In ICML
 Toward Open-Set face recogni-tion,2017, In CVPR Biometrics Workshop
 Mobilenets: Efficient convolutional neural networks formobile vision applications,2017, arXiv preprint arXiv:1704
 Bayesian representation learning withoracle constraints,2015, In ICLR
 A new measure of rank correlation,1938, Biometrika
 Auto-encoding variational bayes,2013, In ICLR
 Nofuss distance metric learning using proxies,2017, In ICCV
 Efficient non-parametric estimation of multiple embeddings per word in vector space,2014, In EMNLP
 Understanding and con-trolling user linkability in decentralized learning,2018, arXiv preprint arXiv:1805
 Facenet: A unified embedding for facerecognition and clustering,2015, In CVPR
 Deep metric learning via facilitylocation,2017, In CVPR
 The information bottleneck method,1999, In The 37th annualAllerton Conf
 Word representations via gaussian embedding,2014, In ICLR
 Rethinking feature distribution forloss functions in image classification,2018, In CVPR
