title,year,conference
 Decoupling sparsity and smoothness in the Dirichlet variationalautoencoder topic model,2019, Journal of Machine Learning Research
 Neural models for documents with metadata,2018, InProceedings of the 56th Annual Meeting of the Association for Computational Linguistics
 Sinkhorn distances: Lightspeed computation of optimal transport,2013, Advances in neuralinformation processing systems
 Topic modeling in embedding spaces,2020, Transac-tions of the Association for Computational Linguistics
 Sawtooth factorial topic embeddings guided gamma belief network,2021, InInternational Conference on Machine Learning
 Topicnet: Semantic graph-guided topic discovery,2021, Advances in Neural Information Processing Systems
 Finding scientific topics,2004, Proceedings of the Nationalacademy of Sciences
 Recurrent hierarchical topic-guidedRNN for language generation,3810, In International Conference on Machine Learning
 OTLDA: A geometry-aware optimal transport approach fortopic modeling,2020, In Advances in Neural Information Processing Systems
 Neural embedding allocation:Distributed representations of topic models,2019, CoRR
 Adam: A method for stochastic optimization,2015, In 3rd InternationalConference on Learning Representations
 Auto-encoding variational Bayes,2014, In 2nd InternationalConference on Learning Representations
 Rcv1: A new benchmark collection for text categorizationresearch,2004, Journal of Machine Learning Research
 Topic modeling forshort texts with auxiliary word embeddings,2016, In Proceedings of the 39th International ACM SIGIRconference on Research and Development in Information Retrieval
 Neural variational inference for text processing,2016, InInternational conference on machine learning
 Mixing Dirichlet topic models and word embeddings to make lda2vec,2016, CoRR
 Topic modeling with Wasserstein au-toencoders,2019, In Proceedings of the 57th Annual Meeting of the Association for ComputationalLinguistics
 Improving topic models withlatent feature word representations,2015, Transactions of the Association for Computational Linguistics
 Decoupled word embeddings using latent topics,2020, In Proceedings ofthe 35th Annual ACM Symposium on Applied Computing
 GloVe: Global vectors for wordrepresentation,2014, In Proceedings of the 2014 conference on empirical methods in natural languageprocessing (EMNLP)
 Word features for latent Dirichlet allocation,2010, In NIPS
 Computational optimal transport,2019, Found
 Learning to classify short and sparsetext & web with hidden topics from large-scale data collections,2008, In Proceedings of the 17thinternational conference on World Wide Web
 Stochastic backpropagation andapproximate inference in deep generative models,2014, In International conference on machine learning
 Autoencoding variational inference for topic models,2017, In 5thInternational Conference on Learning Representations
 A prototype-oriented framework for unsupervised domain adaptation,2021, InA
 Wasserstein auto-encoders,2018, In 6th International Conference on Learning Representations
 Visualizing data using t-SNE,2008, Journal of machinelearning research
 Classification of short texts by deploying topicalannotations,2012, In European Conference on Information Retrieval
 Distilled Wasserstein learning for wordembedding and topic modeling,2018, In Advances in Neural Information Processing Systems 31: AnnualConference on Neural Information Processing Systems 2018
 WHAI: Weibull hybrid autoencodinginference for deep topic modeling,2018, In 6th International Conference on Learning Representations
 Character-level convolutional networks for textclassification,2015, arXiv preprint arXiv:1509
 A word embeddings informed focused topic model,2017, In Asianconference on machine learning
 MetaLDA: A topic model that efficiently incorporatesmeta information,2017, In 2017 IEEE International Conference on Data Mining (ICDM)
 Topic modelling meets deepneural networks: A survey,2021, In The 30th International Joint Conference on Artificial Intelligence(IJCAI)
 Beta-negative binomialprocess and Poisson factor analysis,2012, In Artificial Intelligence and Statistics
 Augmentable gamma belief networks,2016, The Journal ofMachine Learning Research
 Topic modeling ofshort texts: A pseudo-document view,2016, In Proceedings of the 22nd ACM SIGKDD internationalconference on knowledge discovery and data mining
