title,year,conference
 The DEformer: An order-agnostic distribution estimatingtransformer,2021, In ICML Workshop on Invertible Neural Networks
 Structureddenoising diffusion models in discrete state-spaces,2021, CoRR
 Taking on the curse of dimensionality in joint distributions usingneural networks,2000, IEEE Trans
 A neural probabilisticlanguage model,2003, The journal of machine learning research
 Language models are few-shot learners,2020, In Advances in Neu-ral Information Processing Systems 33: Annual Conference on Neural Information ProcessingSystems 2020
 Wave-Grad: Estimating gradients for waveform generation,2020, arXiv preprint arXiv:2009
 Generating long sequences with sparsetransformers,2019, CoRR
 BERT: pre-training of deepbidirectional transformers for language understanding,2019, In Proceedings of the 2019 Conference ofthe North American Chapter ofthe Association for Computational Linguistics: Human LanguageTechnologies
 Diffusion models beat gans on image synthesis,2021, CoRR
 Asymmetric numeral systems,2009, arXiv preprint arXiv:0902
 Sigmoid-weighted linear units for neural networkfunction approximation in reinforcement learning,2018, Neural Networks
 Mask-predict: Parallel de-coding of conditional masked language models,2019, In Kentaro Inui
 Generating sequences with recurrent neural networks,2013, CoRR
 Compression with flows via local bits-back coding,2019, InAdvances in Neural Information Processing Systems 32: Annual Conference on Neural Informa-tion Processing Systems 2019
 Denoising diffusion probabilistic models,2020, In HugoLarochelle
 Integer discrete flowsand lossless compression,2019, In Advances in Neural Information Processing Systems 32: AnnualConference on Neural Information Processing Systems 2019
 Argmax flowsand multinomial diffusion: Learning categorical distributions,2021, CoRR
 A variational perspective on diffusion-based generative models and score matching,2021, CoRR
 Locally masked convolution for autoregressive mod-els,2020, In Ryan P
 Beyond in-place cor-ruption: Insertion and deletion in denoising probabilistic models,2021, CoRR
 Distribution augmentation for generative modeling,2020, In Proceedings of the 37th Inter-national Conference on Machine Learning
 Efficientneural audio synthesis,2018, In Proceedings of the 35th International Conference on Machine Learn-ing
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 On fast sampling of diffUsion probabilistic models,2021,	CoRR
 DiffWave: A versatile dif-fUsion model for aUdio synthesis,2021, In 9th International Conference on Learning Representations
 The neural autoregressive distribution estimator,2011, In Proceed-ings of the Fourteenth International Conference on Artificial Intelligence and Statistics
 Constrained graph vari-ational autoencoders for molecule design,2018, In Samy Bengio
 On the state of the art of evaluation in neu-ral language models,2018, In International Conference on Learning Representations
 Generating high fidelity images with subscale pixel networksand multidimensional upscaling,2019, In 7th International Conference on Learning Representations
 Practicalfull resolution learned lossless image compression,2019, In IEEE Conference on Computer Vision andPattern Recognition
 Regularizing and optimizing LSTMlanguage models,2018, In International Conference on Learning Representations
 Parallel multiscale autoregressive density estima-tion,2017, In Proceedings of the 34th International Conference on Machine Learning
 PixelCNN++: Improving thePixelCNN with discretized logistic mixture likelihood and other modifications,2017, In 5th Interna-tional Conference on Learning Representations
 Consistency regularization for variational auto-encoders,2021, CoRR
 Deep unsuper-vised learning using nonequilibrium thermodynamics,2015, In Francis R
 Generative modeling by estimating gradients of the data distribu-tion,2019, In Advances in Neural Information Processing Systems 32: Annual Conference on NeuralInformation Processing Systems 2019
 Accelerating feedforward computationvia parallel nonlinear equation solving,2021, In Proceedings of the 38th International Conference onMachine Learning
 Practical lossless compression with latent variablesusing bits back coding,2019, CoRR
 Hilloc: lossless image com-pression with hierarchical latent variable models,2020, In 8th International Conference on LearningRepresentations
 A deep and tractable density estimator,2014, In Pro-ceedings of the 31th International Conference on Machine Learning
 NVAE: A deep hierarchical variational autoencoder,2020, In Advances inNeural Information Processing Systems 33: Annual Conference on Neural Information Process-ing Systems 2020
 IDF++: analyzing and improving integer discrete flows for lossless compression,2021, In9th International Conference on Learning Representations
 Wavenet: A generative modelfor raw audio,2016, In The 9th ISCA Speech Synthesis Workshop
 Speech Commands: A Dataset for Limited-Vocabulary Speech Recognition,2018, ArXive-prints
 Learning to efficientlysample from diffusion probabilistic models,2021, CoRR
 Predictive sampling with forecasting autoregressive mod-els,2020, In Proceedings of the 37th International Conference on Machine Learning
