title,year,conference
 UniLMv2: Pseudo-masked language models forunified language model pre-training,2020, In ICML
 Curriculum learning,2009, InICML
 The fifth PASCAL recognizingtextual entailment challenge,2009, In TAC
 XLM-E: Cross-lingual language model pre-training via ELECTRA,2021, arXiv preprintarXiv:2106
 ELECTRA: Pre-trainingtext encoders as discriminators rather than generators,2020, In ICLR
 The PASCAL recognising textual entailmentchallenge,2005, In Machine Learning Challenges Workshop
 BERT: Pre-training of deepbidirectional transformers for language understanding,2019, In NAACL-HLT
 Unified language model pre-training for natural language understandingand generation,2019, In NeurIPS
 The third PASCAL recognizingtextual entailment challenge,2007, In ACL-PASCAL workshop on textual entailment and paraphrasing
 Openwebtext corpus,2019, http://Skylion007
 Generative adversarial nets,2014, In NIPS
 Automatedcurriculum learning for neural networks,2017, In ICML
 REALM: Retrieval-augmented language model pre-training,2020, In ICML
 The second PASCAL recognising textual entailment challenge,2006, In PASCAL ChallengesWorkshop on Recognising Textual Entailment
 Learning to sample replacements forELECTRA pre-training,2021, In Findings of ACL
 DeBERTa: Decoding-enhanced bertwith disentangled attention,2021, In ICLR
 Categorical reparameterization with Gumbel-Softmax,2017, InICLR
 Question answering infused pre-training of general-purpose contextualized representations,2021, arXiv preprint arXiv:2106
 Focal loss for dense objectdetection,2017, In ICCV
 RoBERTa: A Robustly Optimized BERT PretrainingApproach,2019, arXiv preprint arXiv:1907
 Less is more: Pretrain a strong siamese encoder for dense text retrievalusing a weak decoder,2021, In EMNLP
 Languagemodels are unsupervised multitask learners,2019, OpenAI blog
 Exploring the limits of transfer learning with a unified text-to-texttransformer,2019, Journal of Machine Learning Research
 Neural-davidsonian semantic proto-role labeling,2018, In EMNLP
 The MultiBERTs: BERTreproductions for robustness analysis,2022, In ICLR
 Neural machine translation of rare words withsubword units,2015, In ACL
 RecUrsive deep models for semantic compositionality over a sentimenttreebank,2013, In EMNLP
 Towards text generation with adversarially learned neUral oUtlines,2018, InNeurIPS
 BERT rediscovers the classical NLP pipeline,2019, In ACL
 What do yoU learn from context?probing for sentence strUctUre in contextUalized word representations,2019, In ICLR
 A simple method for commonsense reasoning,2018, arXiv preprintarXiv:1806
 Ontonotes release 5,2013,0ldc2013t19
 A broad-coverage challenge corpUs forsentence Understanding throUgh inference,2018, In NAACL-HLT
 CLEAR: Contrastivelearning for sentence representation,2020, arXiv preprint arXiv:2012
 Adversarially regularizedautoencoders,2018, In ICML
 Aligning books and movies: Towards story-like visual explanations by watchingmovies and reading books,2015, In ICCV
